CCI ID,NAME,Hylak_id,Depth_avg,Lake_area
2199, Tasersuaq,2747,31.3,82.21
2540, Zzzz,1742,29.6,71.17
3219, Zzzz,3052,32.6,54.8
1302, Tso Moriri,1413,35.5,141.25
937, Rana Pratap sagar dam,1481,16.9,171.42
1501, Matatila Dam reservoir,15490,17.3,65.6
528, Tungabhadra reservoir,1526,10.7,352.55
1219, Jayakwadi Dam reservoir/Nath sagar,1507,10.6,274.87
1059, Ukai reservoir,1504,23.0,370.3
622, Maharana Pratap sagar,1423,45.2,189.4
347, Gandhi sagar,1484,14.0,523.51
249, Hirakud reservoir,1502,16.2,500.81
442, Govind Ballabh Pant sagar,1487,26.6,398.8
1902, Lake Maninjau,15948,23.9,86.94
1904, Zzzz,1587,1.1,104.56
1257, Tage lake,1606,80.3,138.67
332, lake Towuti,1602,120.0,559.75
487, lake Poso,1594,53.9,365.64
150, lake Toba,160,212.6,1129.03
408, Hammar,15275,1.0,53.8
1482, Zzzz,15273,2.1,44.16
1293, Zzzz,15001,7.9,79.96
1076, Dukan lake,1362,56.5,120.41
484, Hadithah dam lake,1392,32.4,339.21
738, Habbaniyah lake,1407,2.7,193.38
173, Razazza lake,146,19.5,1330.22
77, Therthar lake,144,25.6,1698.86
1941, Valli di Comacchio,1296,1.7,103.79
3307, lago di Bracciano,14430,23.2,56.97
1529, lago Trasimeno,1301,10.3,119.38
505, lago di Garda,1282,72.8,354.81
1596, lago di Bolsena,1302,18.3,113.44
879, Alakol,171189,1.7,5.87
2113, ozero Teniz,13397,1.5,47.06
3258, Bugunskoye wtaer reservoir,14395,2.5,54.48
1286, Karasor,1221,6.8,147.21
2201, Bilikol,14372,1.3,77.28
2507, Azhibeksor Koli,13775,2.6,71.68
2057, Ulken Azhbolat lake,13506,1.4,91.58
1887, ozero Kadibek,1184,4.4,107.45
3421, ozero Koybagar,13586,2.9,62.29
3500, ozero Maraldy,13620,5.3,53.68
1360, lake Qamystybas,1262,6.9,148.78
1969, Aqkol lake,13885,5.5,88.76
870, Aralsor koli,1226,6.4,191.52
2148, Kishi Qaraoy koli,13414,2.0,99.41
1609, Qoshqarkol,1258,2.0,122.86
550, ozero Qusmuryn,1196,3.4,389.49
1035, Kyzylkak,1189,3.2,159.72
902, ozero Teke,1185,4.2,242.69
907, Shalkar,1214,6.2,237.89
247, Sasyqkol,1254,3.2,744.83
131, Kapshagay reservoir,135,23.3,1205.95
403, lake Markakol,1232,42.6,451.17
120, lake Tengiz,120,0.3,1422.85
271, Seletyteniz,1192,1.8,823.02
58, lake Alakol,131,22.1,2919.34
40, lake Zaysan,122,12.6,4193.6
17, lake Balqhash,12,6.7,16717.89
3614, Venustiano Carranza,9634,16.6,83.89
2484, Catemaco,9763,30.6,72.49
2157, Atasta,9760,4.8,86.48
590, lago de Cuitzeo,858,8.7,207.7
1434, Alvaro Obregon,9622,43.3,74.84
2190, laguna de Chila,9702,1.2,64.04
770, Vicente Guerrero reservoir,856,30.0,129.96
153, laguna de Chapala,70,7.5,1051.7
2682, Uvsiin Khar Us lake,13870,6.7,72.05
1431, Orog lake,1288,4.2,114.13
2270, Bayan lake,13937,18.2,65.17
2663, Oigon lake,13863,7.0,78.19
982, Sangiin Dalay lake,1225,21.7,180.96
2547, Dayan lake,13939,13.4,72.05
2314, Khukh lake,13824,2.8,97.54
920, Telmen lake,1231,13.8,208.35
1294, Airag lake,1230,7.7,125.79
630, Achit lake,1224,9.7,284.43
645, Buuntsagaan lake,1278,6.8,277.88
549, Durgun lake,1239,6.6,370.35
773, Uureg lake,1218,10.3,244.62
294, Khar lake,1236,4.1,574.52
121, Khyargas lake,124,54.4,1383.23
142, Khar-us lake,127,2.8,1120.49
59, Khuvsgul lake,119,138.6,2767.8
934, lake Pukaki,1703,78.4,175.81
295, lake Taupo,1698,96.6,611.94
116, Kainji reservoir,155,14.5,1034.85
1392, Tyrifjorden,1155,52.9,135.72
1013, Rossvatnet,1074,71.4,217.32
518, Mjosa,1152,79.6,364.81
208447, lacul Matita,170811,1.1,8.43
15309, lacul Rosu and lacul Rosulet,14242,1.0,13.42
16662, Jijila,14213,3.4,11.78
208962, lacul Isac,14235,1.0,10.59
209099, lacul Puiu,171064,1.0,8.42
17329, lacul Merhei,14215,1.0,14.55
16814, lacul Lumina,14238,1.0,13.73
208662, lacul Furtuna,170907,1.1,9.22
13916, lacul Gorgova and lacul Gorgovat,14234,1.0,14.65
8089, lacul Badabag,14260,8.5,18.81
4292, lacul Brate,14204,4.5,22.3
3097, ozero Vyshnevolotskoye,13026,5.8,74.18
1569, ozero Nedili,1101,10.9,118.87
1608, Kirpilskiy liman and  Bolshoy Orlinyy liman and Zolotoy liman et al,1268,2.0,106.82
2961, Kurchanskiy liman,14217,3.4,57.06
3312, ozero Kubuy,10955,1.1,59.89
3398, ozero Dyryn-Ebe,11593,8.9,52.22
2535, ozero Ulakhan-Kyuel',11579,6.8,73.06
3173, ozero Balyma,11550,9.7,53.82
1573, ozero Unarba 2-ya,11425,3.9,64.35
2528, ozero Chukochye,11192,3.4,70.35
2940, ozero Tuman,12840,4.6,65.54
2985, ozero Zhizhitskoye,13138,5.1,59.41
2107, ozero Orokto,10993,1.9,99.45
2926, ozero Oron,13322,12.7,58.42
2239, ozero Uryum,13359,2.2,76.91
2331, ozero Andreevskoye,12933,3.4,76.82
2027, Kostromskoye reservoir,109,6.6,1325.39
1319, Svir river,100,26.3,9961.85
2725, ozero Kadi,13653,11.3,70.31
1958, Argazinskoye reservoir,1177,19.5,104.0
2955, ozero Udilvy,13246,12.7,61.34
242, ozero Kovdozero,1060,18.1,636.71
985, ozero Ulakh Ulyung et al,11458,21.6,79.49
1997, ozero Syrkovoye,12691,14.1,88.67
2264, ozero Kurilskoye,13683,48.2,74.72
3365, ozero Arakhley,13632,9.0,57.75
472, ozero Nizhnee Kuyto,1085,17.0,445.86
2497, ozero Leushinskiy Tuman,1157,8.5,429.31
3347, ozero Duvankul',13348,2.5,42.4
2750, ozero Suturuaka,11236,6.5,70.09
1208, ozero Chlya,1190,13.5,139.76
2019, ozero Tursunskiy Tuman,12710,3.2,85.76
612, Bolshiye Kizi ozero,1207,19.4,281.07
1613, ozero Keppetekh et al,1042,9.2,140.36
2388, ozero Baskunchak,1237,7.7,125.49
2695, ozero Ruzhnikova,11557,12.9,65.69
1381, ozero Soluntakh,1014,103.3,129.08
3276, ozero Maloye Erovnoye,13576,3.1,54.47
237, Votkinsk reservoir,1169,11.2,841.72
500, ozero Udyl',1203,19.2,327.21
2273, ozero Chonduya,11365,7.5,69.36
2627, ozero Ik,13155,6.2,73.39
2696, ozero Bolshoye Yarovoye,13549,7.8,71.63
1184, ozero Gusinoye,1211,18.5,159.5
1551, ozero Chukochye,1026,5.7,125.4
825, ozero Tishke,1066,10.6,212.41
1516, ozero Baunt,1178,21.6,112.44
1734, ozero Omuk-Kyuel',1017,29.9,134.57
483, lake Chukchagirskoye,1204,15.6,372.31
851, ozero Tenis,1172,3.3,251.68
2285, ozero Ebeyty,13344,2.7,83.35
250, Proletarskoye reservoir,1255,0.5,788.34
699, ozero Pavylon et al,1039,34.4,131.51
93, Krasnoyarskoye reservoir,112,45.0,1629.53
792, ozero Nerpichye,1027,9.2,256.44
434, lake Kubenskoye,1156,6.7,427.83
561, ozero Lama,1025,90.0,617.79
1787, Bolshoye Yeravnoye lake,1201,8.6,102.83
1011, ozero Bolshoy Uvat,1166,4.0,190.09
102, Ust-ilimskoye reservoir,108,34.8,1702.79
427, ozero Vozhe,1149,5.2,388.23
502, ozero Bolon',1220,12.5,323.6
936, ozero Yanisyarvi,1129,26.9,194.32
1029, ozero Evoron,1210,3.1,180.03
1187, ozero Ozhogino,1029,20.7,158.99
61, Volgogradskoye reservoir,126,12.1,2613.38
113, Saratovskoye reservoir,118,12.0,1073.41
273, Kumskoye reservoir,1071,19.3,865.63
1793, ozero Shalkar-Egakara,1212,1.8,119.4
601, Krasnodarskoye reservoir,1289,11.3,269.16
1050, ozero Kuchukskoye,1200,5.6,164.38
608, ozero Orel',1191,11.4,305.85
756, ozero Kronotskoye,1181,42.4,245.5
960, ozero Malye Chany,1182,2.2,204.03
104, Kamskoye/Kama reservoir,106,7.7,1584.87
240, ozero Pyasino,1022,4.0,700.69
533, lake Lacha,1136,4.6,300.19
193, Gorky reservoir,109,6.6,1325.39
944, ozero Bolshoye Morskoye,1021,7.4,231.58
1083, ozero Elton,1227,9.3,185.65
92, ozero Chany,114,2.1,1966.57
794, ozero Sartlan,1179,3.4,226.52
136, ozero Vygozero,95,7.9,1167.6
186, Kumskoye reservoir,1080,16.0,973.0
190, Novosibirskoye reservoir,113,8.6,1024.14
112, Khantayskoye reservoir,93,10.7,2188.58
39, Bratskoye reservoir,110,35.1,4810.66
228, ozero Segozerskoye,1103,30.1,778.69
71, Tsimlyanskoye reservoir,128,10.6,2253.94
43, ozero Taymyr,91,2.6,4908.66
262, lake Kulundinskoye,1195,2.8,672.26
88, Zeyskoye reservoir,115,30.6,2234.7
192, lake Ilmen,1163,12.5,959.75
33, Kuybyshevskoye reservoir,116,11.5,5060.1
160, lake Beloye,101,4.4,1182.4
47, Rybinkskoye reservoir,107,6.3,4042.34
18, lake Onega,100,26.3,9961.85
8, lake Baykal/Baikal,11,738.7,31967.85
16, lake Ladoga,10,48.0,17444.01
6785, Erken,12809,7.2,23.14
2798, Runn,12717,10.3,63.19
811, Stora Lulevatten,1057,2.8,220.73
1831, Glafsfjorden,12881,24.5,99.12
2473, Storsjon,12689,9.4,69.93
3281, Orsasjon/Orsa,12609,9.2,52.1
163, Malaren,102,12.9,1083.13
1028, Bolmen,1170,15.4,172.52
710, Uddjaure,1072,16.2,247.51
1893, Roxen,12965,13.1,94.55
2336, Norra Dellen,12465,15.0,79.88
2358, Glan,12959,18.7,76.28
1984, Unden,12951,22.9,93.52
1423, Skagern,1162,2.4,131.43
387, Hjalmaren,1160,17.0,474.39
654, Siljan,1150,25.9,290.88
393, Storsjon,1104,38.3,488.65
95, Vattern,104,39.2,1888.04
29, Vanern,105,27.9,5486.23
1236, Ulubat lake,1321,9.7,118.17
1110, Hirfanli reservoir,1326,32.5,183.88
881, Burdur lake,1342,12.4,157.67
1840, Ercek lake,1333,20.4,106.14
1518, Cildir lake,1311,32.3,119.34
1145, Kus lake,1322,4.8,149.39
634, Iznik lake,1319,19.2,299.92
552, lake Aksehir,1335,1.7,206.86
390, lake Egirdir,1340,49.6,455.78
267, lake Beysehir,1343,6.6,626.91
51, lake Van,141,170.1,3568.73
3309, Kytai lake,14203,7.4,51.52
2803, Kotlabukh lake,14209,5.0,59.54
840, Yalpuh lake,1284,13.5,225.08
361, Dniprodzerzhyns'ke reservoir,1233,4.9,506.72
471, Kanivs'ke reservoir,1223,5.3,470.09
436, Kyivs'ke reservoir,1213,5.9,636.17
79, Kakhovs'ke reservoir,129,8.7,2092.3
87, Kremenchuk/Kremenchuts'ke reservoir,125,7.3,1849.09
9322, Sunapee lake,9068,3.2,15.77
211002, lake Auburn,110510,4.7,8.89
2371, Bering lake and Starodubtsov lake,4653,10.5,14.04
12471, Trout lake,8736,11.0,15.24
5506, Great Pond,8976,1.6,33.91
13377, Douglas lake,8817,7.8,14.66
1344, Oolagah lake,807,16.8,114.71
2032, Eagle lake,787,31.3,100.73
2403, lake Brooks,5203,28.0,75.13
2132, Spring lake and Mississippi river,1052702,3.3,0.18
3238, lake Verret,9547,3.3,56.78
4503, lake Mendota,9086,4.8,41.12
2369, Black lake and Starks North canal,9533,1.0,58.97
2812, Potholes reservoir,8580,6.8,60.7
122, lake Oahe,65,26.6,1092.54
1467, Ross R. Barnett reservoir,9475,47.2,89.1
1714, lake Poygan and lake Butte des Morts,762,6.4,645.53
2253, Clear Lake reservoir,9138,8.1,91.5
2978, Burt lake,8838,16.1,69.09
931, Robert S. Kerr reservoir,814,4.8,135.41
1368, lake Kissimmee,854,7.4,121.12
2616, lake Harris,9597,7.7,72.33
2898, Grenada lake,826,31.2,107.48
362, lake Sam Rayburn,839,20.6,380.2
2988, lac des Allemands,9543,1.5,69.92
1567, Choke Canyon reservoir,9605,24.3,55.08
1745, Skilak lake,4605,30.5,98.69
1748, lake Almanor,790,15.7,102.87
1761, lake Cascade,8978,8.5,94.78
1756, Great Sacandaga lake,9074,10.0,97.56
554, lake Clark,406,50.7,323.28
1239, Tazlina lake,352,56.0,157.13
2168, Millwood lake,9420,24.5,93.21
201, Fort Peck lake,721,28.9,814.09
1193, Canyon Ferry lake,743,23.7,121.05
3493, Crater lake,9092,149.6,52.81
1199, Devils lake and Pelican lake,723,8.3,343.2
2345, Houghton lake,8993,5.7,80.24
2799, Phelps lake,9340,3.7,63.07
110, lake Sakakawea,62,26.8,1126.82
534, lake Livingston,841,11.5,219.58
559, Upper Klamath lake and Agency lake,777,2.3,276.63
1026, American Falls reservoir,775,10.3,199.28
243, Toledo Bend reservoir,838,10.5,599.62
556, lake Marion,828,6.8,223.33
1129, Grand lake et al,843,1.5,190.81
2655, Tetlin lake,3816,24.5,67.24
905, Oneida lake,770,11.1,206.85
1498, Sebago lake,766,4.0,118.75
1128, Walker lake,795,24.2,142.0
1509, Summer lake,774,3.8,108.97
546, lake Pend Oreille,719,4.0,360.27
1148, lake Mattamuskeet,812,2.6,158.51
1154, lake Abert,776,30.2,174.35
1188, Clear lake,794,40.6,156.02
882, Upper Ugashik lake,453,23.0,212.15
1493, lake Apopka,852,10.8,123.31
748, Calcasieu lake,844,4.2,256.31
883, Mono lake,798,8.4,185.96
377, Naknek lake ,439,80.0,585.43
572, Yellowstone lake,760,42.9,340.47
632, Tustumena lake,402,42.9,295.52
929, lake George,849,8.9,185.24
872, White lake,846,1.3,225.56
350, Malheur lake,769,2.5,300.28
824, lake Moultrie,830,6.2,220.89
450, Leech lake,738,2.0,412.55
677, Bear lake,778,37.0,281.36
375, Flathead lake,730,4.5,486.65
761, lake Winnibigoshish,735,2.7,248.33
954, Inland lake,235,2.2,216.18
1010, Lower Ugashik lake,454,13.4,186.14
523, Utah lake,788,4.7,362.19
464, Goose lake,780,11.3,427.91
746, lake Maurepas,842,1.5,236.99
340, lake Winnebago,762,6.4,645.53
411, Pyramid lake,791,26.8,476.87
380, lake Tahoe,792,282.5,495.62
366, Mille Lacs lake,746,7.8,516.15
151, Red (upper & lower) lake,61,3.7,1141.61
145, Becharof lake,35,55.6,1166.38
194, Salton sea,829,8.9,956.86
26, Great Salt lake,67,3.5,6478.85
62, Iliamna lake,31,43.8,2634.62
114, lake Okeechobee,69,4.0,1418.77
6, lake Michigan,6,84.2,57726.84
100000004,lough Mourve,1317590,4.5,0.46
164651,Portmore lough,162872,1.1,1.53
18089,Macnean lough,163152,4.3,4.15
7840,Loskop reservoir,16337,14.8,23.55
8527,Cuerda Del Pozo reservoir,14442,16.0,14.31
18140,Rosarito reservoir,14555,8.4,10.11
3566, Iznajar reservoir,14762,63.0,15.56
4947,Erne lough,13389,4.6,25.54
10694,Hartbeespoort reservoir,16342,11.7,16.88
4953,Bogoria lake,15943,23.2,36.25
300011902, Blondulon,11902,7.5,53.44
300013112, Cirma,13112,4.5,11.77
300013166, Sivers,13166,4.1,16.0
300013263, Losvida,13263,7.8,10.45
300013921, Lipno Dam,13921,7.0,43.78
300013969, Attersee,13969,37.5,44.14
300014167, Lac du Bourget,14167,68.9,42.56
300014434, Batak,14434,16.1,18.93
300014950, barrage Mohamed V,14950,44.8,16.31
300015969, Mutanda,15969,18.4,21.14
300016011, Jipe,16011,2.0,24.86
300016040, Lagoa de Massabi,16040,5.6,37.69
300016145, Mita Hills dam,16145,25.8,58.77
300016238, Sebakwe,16238,12.3,21.59
300016306, Nhangela Cudhui Lakes,16306,2.3,15.61
300016455, Albert Falls,16455,12.8,22.6
100000003,Theewaterskloof reservoir,16612,11.7,37.02
300001518, Lam Pao,1518,7.1,202.51
300012051, Javsjon,12051,7.5,16.52
300013184, Rekyva,13184,2.6,11.69
300013193, Sennitsa,13193,3.5,12.22
300013241, Tisso,13241,2.9,11.93
300013306, Miadziel,13306,3.6,14.14
300013443, Lough Sheelin,13443,3.9,17.14
300014052, Thunersee,14052,51.6,45.83
300015923, Nyaguo,15923,1.1,24.14
300016137, Lusiwasi,16137,1.8,35.01
300010381, lago Vera,10381,2.2,43.78
300013746, Otmuchow,13746,9.4,13.29
300014723, Laguna Salada de Torrevieja,14723,1.9,17.12
300016225, Chivero,16225,13.2,22.81
300016309, Hardap,16309,13.6,21.68
300016311, lagoa Bambene,16311,2.5,54.28
348, lake Bankim,1574,20.1,163.86
10679,Albufera lagoon,14601,1.0,22.68
300011976, Kvarnbergsvattnet,11976,7.6,65.52
300013035, Aluksne,13035,7.4,14.96
300015885,Sudd,15885,1.1,29.02
300016021, Ambussel,16021,2.2,22.11
1562, embalse de Almendra,14471,71.5,37.05
3586, barrage Bin El-Ouidane,15136,73.7,20.15
300001248, Urnersee,1248,119.8,109.72
300015376, Siwa,15376,3.6,27.52
300015755, Ho Ya Li,15755,22.9,45.37
300015873, Maduru Oya,15873,12.3,48.59
300015875, Noung Jur,15875,1.0,35.37
300015900, Tasik Pedu,15900,20.5,51.02
300015976, lac Burera,15976,54.1,48.59
300016239, Itasy,16239,7.6,30.82
480, Ratchaprapha,1559,38.9,144.91
300001545, Barrage de Bagre,1545,10.1,167.87
300015657, Zzzz,15657,9.4,37.59
300015696, Nam Um,15696,13.5,38.44
300015839, Lere,15839,5.2,41.81
300015880, Senanayake Samudra,15880,14.9,63.8
300016109, Quilunda,16109,4.0,23.09
300008804, Grand lake,8804,2.2,63.34
300014804, Oubeira,14804,6.3,20.07
300016034, Balangida Lehu,16034,4.5,36.37
308, Zzzz,9965,72.5,82.8
429, Kenyir lake,1581,41.7,326.38
200000010,Al-Wahda,14957,51.2,74.28
200000036, West Ngalabalab swamp,1406272,1.4,0.28
300009690, Alacranes,9690,2.5,59.3
300009713, embalse Zaza,9713,24.7,41.27
300009785, Northern Lagoon,9785,1.3,39.85
300009850, laguna de Arenal,9850,25.9,85.59
300010233, laguna Langui,10233,41.8,55.32
300014405, lake Toya,14405,52.5,69.96
300014495, Semkir,14495,11.0,73.64
300015380, Wadi Al Rayan,15380,26.0,50.34
300015901, lac Togo,15901,5.3,49.58
300015924, Tele,15924,6.0,23.1
300015953, lac Azingo,15953,11.4,55.31
300015975, Ikimba,15975,6.6,40.64
300016110, lake Mweru Wantipa,16110,1.1,37.83
300015626, Inle lake,15626,1.8,47.65
541, lake Bamendjing,1576,10.1,198.16
948, lago Maggiore,1275,83.8,208.19
300010261, Lagunillas,10261,12.5,64.14
300013258, Siverga,13258,2.3,49.32
300014514, lake Volvi,14514,9.9,65.2
300015950, Nakuru,15950,7.8,41.03
300016223, lake Manyame,16223,6.5,75.18
182, lac de Buyo,1573,16.3,509.2
300001619, Quiminha,1619,12.7,123.16
300013782, ozero Tore-Khol',13782,9.2,70.02
300014338, lake Kussharo,14338,37.4,78.54
300015949, Nabugabo,15949,2.5,33.13
300016266, Nkokwane Pan,16266,2.8,70.55
300016372, Kosi,16372,13.8,30.45
274, Roseires reservoir,1543,13.3,225.28
457, lago Gatun,874,1.6,332.81
300001398, Tarbela dam Haripur,1398,66.9,208.47
300010368, lago Ypacarai,10368,8.4,57.82
300013159, Osveya,13159,3.3,48.98
564, Sudoche Ko'l,14344,1.4,57.55
300009807, Laguna Kohunta,9807,4.8,46.81
300009809, lago de Yojoa,9809,42.4,79.01
300015374, Wadi El Rayan,15374,26.0,49.78
300016389, Sibayi,16389,11.5,61.35
286, lake Murray,1613,5.0,586.81
478, Ndogo lagoon,1599,17.7,375.79
300001530, Pasak Chonlasit,1530,51.5,115.46
300009854, Capote,9854,1.3,53.18
300014478, Kerkini,14478,8.7,53.42
300014660, Umar,14660,7.7,62.53
300016017, Burungi,16017,2.0,50.06
460, Gariep dam,1678,19.3,294.36
372, Kaptai lake,1499,19.8,326.94
499, Congo river,1409081,4.6,0.13
567, Falcon reservoir,855,32.5,120.78
300014333, Busko Blato,14333,16.3,49.33
300014651, Karabulak,14651,13.9,65.15
300014891, lake Shinji,14891,9.1,79.88
130, Rainy lake,710,8.0,826.48
1357, lac Fitri,1541,1.3,182.91
300014387, lake Shikotsu,14387,76.9,77.72
300015283, Zzzz,15293,1.0,57.19
161, Salto Grande dam,964,10.3,533.46
300001551, Maga,1551,0.4,115.94
300009815, laguna Pahara,9815,3.0,96.53
300015778, Naujan lake,15778,19.3,81.89
108, lac de Kossou,1568,55.3,500.38
574, lake Mbakaou,1572,12.7,204.93
1321, barrage Al Massira,15102,31.9,86.43
330, Sinakharin,1533,51.4,346.4
300015892, lake Bosomtwe,15892,33.8,49.16
65, lago Itaipu,82,25.1,1156.44
401, lago Bayano,875,15.7,253.97
144, Zzzz,92,14.3,1098.17
300001549, Tri An,1549,10.0,277.48
200000004,Sebkha-D'Oran,174368,1.3,1.23
300001316, Vpadina Ayakalytma,1316,3.5,106.09
200000002,Zehrez-Chergui,1372215,3.2,0.51
386, lake Manantali,1540,25.7,438.38
200000003,Chott-Ech-Chergui,1372517,3.0,0.54
221, lash Wa Juwayan,1435,3.0,488.53
200000006,Toshka,1492,10.3,496.62
300001612, Mtera,1612,7.2,443.68
200000001,Guerrah-Et-Tarf,1368,6.0,203.35
397, lake Manyara,1604,3.0,546.19
200000011,Chott-El-Hodna,174392,3.9,1.09
200000007,Nwetwe-Pan,173,0.5,2589.79
229, Zuun Tooroi lake,1219,4.5,803.78
175, Songkhla lake et al,1567,3.0,824.58
300000138,Aydar,138,16.2,2742.41
300001611, Sulunga,1611,0.5,801.86
200000008,Sua-Pan,174,2.0,2962.07
200000012,Etosha-Pan,16231,1.8,40.13
197, Garabogazkol basin,14,101.0,18666.8
300010602, lago Puelo,10602,87.3,44.41
300010652, Nansen,10652,60.9,39.61
300010609, lago Menendez,10609,112.6,53.02
300010593, lago Trafull,10593,84.9,74.91
300010614, Amutui Quimey,10614,68.2,82.16
300010690, Yehuin,10690,25.6,42.89
300010470, embalse rio Tercero,10470,12.1,46.45
300000984, Huechulafquen lake and Epulafquթn lake and lago Paimun,984,76.2,105.09
300010554, Zzzz,10554,6.5,64.38
300010590, Alicura,10590,60.2,53.39
300010537, Alsina,10537,2.6,85.72
300010539, Cochico,10539,2.4,49.83
300010567, lago Alumine,10567,18.9,55.9
300010626, lago Fontana,10626,24.5,80.7
300010656, Quiroga,10656,30.7,46.61
300010560, Chasico,10560,3.8,56.64
300010563, Salinas Grandes,10563,4.2,51.4
300010540, Venado,10540,2.5,70.28
300010435, Zzzz,10435,1.1,54.25
300000977, Casa de Piedra,977,16.8,238.12
300000972, Tunas Grandes,972,2.0,142.45
300016205, Zzzz,16205,1.6,41.14
300016510, Baladjie,16511,3.3,44.21
300016505, Peery,16505,2.5,44.78
300016597, Dumbleyung,16597,6.9,44.75
300016665, Arthurs lake,16665,8.8,51.67
300001694, lake Hume,1694,27.4,110.94
300016506, Deborah West,16506,4.6,61.55
300001695, lake Eucumbene,1695,39.5,121.46
300001701, lake Pedder,1701,67.7,230.06
300001665, Rasen,1665,7.0,212.69
300016144, Zzzz,16144,1.5,73.38
300016507, Deborah East,16507,4.4,46.59
300001646, Auld,1646,6.9,195.13
300016509, Seabrook,16509,5.6,44.77
300016602, lake Ballyrogan,16602,2.9,50.6
300016632, Waranga basin,16632,9.1,44.98
300001642, Percival,1642,7.2,218.78
300016514, Hanson,16514,4.1,59.54
300016482, Salt,16482,5.4,51.29
300001664, Malapula,1664,8.3,105.31
300016504, Younghusband,16504,9.5,84.53
300001666, Waigen,1666,4.2,107.57
300016252, Zzzz,16252,1.7,90.42
300001656, Wells,1656,7.1,191.69
300001676, Rebecca,1676,4.7,120.66
300016517, Hart,16517,3.7,56.54
300016537, Dutton,16537,4.2,51.34
300001643, Buchanan,1643,1.7,120.31
300001672, Raeside,1672,4.3,182.56
300001648, Disappointment,1648,0.5,647.6
300001645, Dora,1645,6.3,298.12
300001674, Yarra Yarra,1674,6.5,115.19
300001639, Gregory,1639,5.4,127.28
300001655, Carnegie,1655,0.5,827.24
98, lake Argyle,1632,13.0,829.36
300001681, Lefroy,1681,0.2,499.83
398, lake Woods,182552,0.5,1.01
300001669, Blanche,1669,2.9,466.74
300000178, Gairdner,178,1.0,3373.98
300016302, Macleod,16302,1.3,46.57
300000177,Torrens,177,0.5,3539.2
100000002,Eyre,175,3.0,8026.7
300010231, Huachi,10231,14.8,48.65
321, laguna Larga,10188,4.8,90.57
300010196, La Porfia,10196,1.9,55.86
300010299, Concepcion,10299,4.0,54.09
300010214, Mamornadas,10214,3.5,73.02
300010266, San Jorge lake,10266,6.7,67.47
300010271, Nuevo Mundo,10271,9.3,55.13
300010247, Los Anteojos,10247,3.3,66.84
300010187, Las Habras,10187,2.0,72.17
300000918, Huaytunas,918,5.6,325.01
496, Volta Grande dam,936,12.2,178.4
300009988, Piraruaca,9988,2.7,68.04
300118181, lago do Padre,118181,1.0,2.96
283, lagoa Araca et al,9976,1.7,11.59
510, represa da Boa Esperanca,914,16.3,311.16
139, represa de Furnas,943,24.7,928.08
300010436, lagoa Pinguela,10436,3.8,47.32
300010100, Sampaio,10103,4.6,34.26
199, Capivara dam/rio Paranapanema,950,25.9,407.17
188, represa Tres Marias,928,26.3,799.76
217, rrepresa Marimbondo,940,17.6,348.81
440, rio Andira,898,20.2,321.62
300000910, Jari,910,19.3,182.76
203, represa de Sao Simao,931,21.5,583.59
446, rio Maues-Acu and rio Marau and rio Parauari,903,37.8,388.07
300010243, Manso,10243,52.6,49.39
259, represa de Tres Irmaos,942,22.7,591.71
560, lago Piorini,905,15.6,249.6
238, lago das Brisas,929,51.0,333.17
300000946, represa de Promissao,946,14.5,511.18
341, represa Emborcacao,930,85.3,206.21
342, represa de Xavantes,952,25.8,341.19
359, rio Uatuma,895,29.2,318.57
553, represa de Jupia/Engineer Souza Dias dam,944,12.7,289.24
216, Itaparica dam/Luiz Gonzaga dam,915,15.7,687.51
129, represa de Ilha Solteira,80,19.7,1077.23
96, lago de Serra da Mesa,922,59.0,922.61
300009989, Camapu,1080814,0.5,0.2
52, represa de Tucurui,76,21.1,2349.17
19, lago de Sobradinho,77,13.0,2614.96
200000071,Patos Lagoon,1105376,1.3,0.42
300000308, Smart lake,308,11.3,110.75
300000655, Walker,655,58.7,141.53
300001737, Zzzz,1737,22.2,41.5
300002811, Zzzz,2811,29.4,68.96
300002857, Joe lake,2857,10.7,52.26
300002970, Turton,2970,33.2,49.29
300003205, Zzzz,3205,8.0,48.18
300003251, Zzzz,3263,32.1,31.87
300003589, Reindeer,3589,10.5,50.13
300004151, Sibbeston,4151,7.6,47.56
300004666, Poorfish lake,4666,7.4,57.72
300005435, lac Qullinaaraaluk,5435,23.2,51.48
300005860, Jones Bay,5860,5.3,50.06
300005962, McIntosh lake,5962,19.2,62.19
300006003, High Hill,6003,3.0,43.97
300006033, Bar,6033,7.5,48.89
300006289, Juillet,6289,2.0,45.32
300006498, lac Craven,6498,4.3,46.93
300006671, Sims lake,6671,6.1,91.74
300007563, Little Vermillion lake,7563,8.5,55.15
300008294, Duparquet,8294,12.2,47.94
288, Highrock lake,489,34.1,491.06
404, Churchill lake,482,15.2,426.86
544, lac de la Pointe,600,10.9,282.47
300000651, Adams lake,651,131.0,131.85
300000659, Savant lake,659,10.3,128.34
300000716, lac Preissac,716,14.3,112.15
300001914, Zzzz,1914,10.7,53.55
300002317, Zzzz,2317,12.8,40.95
300002332, Zzzz,2332,10.9,44.84
300002718, Manuel lake,2718,14.7,51.87
300003271, Little Crapeau,3271,21.4,34.66
300003350, Rebesca lake,3350,36.5,65.03
300003911, Zzzz,3911,20.6,61.54
300004897, Beaverlodge Martin Nero Lakes,4912,26.8,47.68
