cci_lake_id,diff_t05,diff_median,diff_t95
799,3.4713565826416044,5.798557599385646,0.5022872606913715
3114,0.03494496738056796,-0.41272831563736645,-0.11969423959023118
7889,0.01937726556201369,-0.3407365714068913,-0.16620555862473907
2516,-0.00021031697591489262,-0.26430098215737985,-0.08945560455323132
12262,-0.01931937535599282,-0.43164126078286813,-0.01019096374514561
1519,0.01932160059608634,-0.44008827209472656,-0.24221277236932703
3053,-0.14540296955963683,-1.145210572669555,-0.2517059533940973
1203,3.3513724009195833,7.475147247314454,0.0621318817139239
3350,0.5329524671213406,1.1448609919848707,0.018833597237664874
3607,-0.06685034433996506,-0.2825743357340684,-0.9440140724182235
2364,0.5060415903727495,1.4765758514404297,0.07858565648401772
3025,0.20208544925383976,0.4933496977313325,0.015346245450399643
2532,-0.020717696176159706,-0.0598149306501341,0.015734533642009274
562,-0.08903967539466962,-1.8476244608561103,-0.3963191350300779
1526,0.026586469014446834,-0.34828122456866595,-0.1551685969034997
3109,0.8206010182698442,1.1519943873087186,0.09291028976440119
1057,0.07674131393435779,-0.35019365946453895,-0.2301479975382703
2965,0.013233502705897848,0.014993667602514194,-0.003968016306576061
455,-0.0669816017150957,-3.124534924825042,-0.7077921231588178
2186,-0.01747064590452574,-0.26855246225994733,0.0
2724,0.04861995850151146,-0.45229790915203694,-0.14972739172491956
3132,-0.01849629084269111,-0.05257225036621094,-0.06098696390789371
1218,-0.01388317743936085,0.07248020172116298,0.026471900939991855
1943,-0.1412830034891499,-1.4896939595540175,-0.09008477528891845
2111,-0.011289501190169915,-0.04284795125323626,-0.07872244517009008
3191,0.2682610404888024,1.1627587352187447,0.0
1913,-0.01485976476614681,-0.08575606641113609,-0.07589613780496318
833,-0.10115553538001976,-0.4391803741455078,-0.9655827840169735
975,-0.33264176050815664,-1.8435036341349154,-0.1411808331807407
2271,-0.11788784662884666,-1.0474112828572402,-0.43884337743122614
2427,-0.19933236440023094,-2.8709716796875284,-0.20611012776689996
2554,-0.02619634873656551,-0.09210728533716406,7.898381903435501e-05
588,0.6407325426737351,0.6962092717488702,0.004897212982180543
957,0.06465148925779829,0.004143714904810025,0.04021803538005031
1632,1.1168644013431752,1.748427390602529,0.0
3007,-0.011421648661322337,-0.01570192972818063,-0.035069338480646195
3200,3.651665528615311,7.483364105224609,0.4858166376749433
3208,0.8277599334717145,3.4008843104044786,0.04114809036254319
2313,-0.014295196533232968,-0.09234523773192649,-0.2713444391886739
3379,1.0344190597534073,2.036618868509947,0.0
1273,-0.11150010426838897,-1.2660621007283623,-0.23916355768839992
2907,-0.11943295796709918,-0.8269955317179569,-0.1417502721149848
3196,0.21687784356231177,0.7279915682018441,-0.05998572244562883
2129,1.4042914390563936,3.8228095372517714,0.0
594,0.6207048416137049,0.00336297353106835,0.0
702,0.36769345601402037,1.701924324035616,0.0
893,0.8100009282430101,1.1743415196736748,0.03293565114341557
1115,1.0663426399230893,1.6980326970418105,0.0
1355,0.7791667620341727,1.1459957758585517,0.05594228108723481
1505,0.613970947265635,1.9021501541138264,0.0
2092,-0.05682169596354214,0.06125895182287877,-0.25868937174479356
618,-0.11363786142830534,-0.7960741986059077,-0.3275277613670511
1204,-7.734669667414096e-05,-0.05114500599191274,-0.006046708615173202
1555,-0.04087266921997568,-1.058389345804784,-0.17869218190511305
1853,-0.026060231526692235,-0.6530545552571425,-0.35067459742230156
2425,0.9716060956318664,2.229471206665039,0.0
2550,-0.012466526031495562,-0.0465005238850722,-0.05836617151894785
2559,-0.00605179468792727,-0.5566040674845034,-0.5931861877441698
2693,-0.05254081090291862,-0.39077822367349313,-0.746324602762904
167,0.20599845250445625,0.1748860677083428,0.014077123006168812
1248,-0.021480401357059975,-0.0621573130289903,-0.08958263397223476
1616,-0.12345784505210489,-0.8312479654947893,-0.11145833333330302
2167,0.9686703999837363,1.7385279337564725,0.0
1216,1.1374346270476892,1.4109352176779453,-0.05639980531863387
3373,-0.02137169629815716,-0.5346063916850028,-0.26381184624615983
603,-0.10187667210900742,-0.5052464803059991,-0.8381266911824845
1054,0.020672639210989274,0.0017983118692903588,0.009860833485909382
1479,-0.05157309712123137,-0.27281796740444975,-0.296245674338774
1627,-0.01609334432495757,-0.2522462468448623,-0.16877561849232592
2365,2.4608091354370174,4.194908142089901,0.2255111376445047
2923,-0.46627553304042735,-1.549606005350796,0.08546838760375941
304,-0.01705220267454166,-0.09129385385355704,0.010279025901041933
806,2.506965796152773,3.9203243255615234,0.4295762697855512
818,0.005683609832097147,-0.06960681917669831,-0.07799734493050892
1437,-0.012318854366576204,-0.12961578966115894,-0.16934971052066672
1740,-0.048890940348293555,-0.394153912862123,-0.4144404093424754
1771,-0.04417362213135689,-0.12420686086016985,-0.2728032430013094
1789,2.226726595560681,6.030828158060702,0.6671069780986274
1841,0.7178087234496928,0.8043848673502509,0.023513952891036638
2779,0.04527832667032783,0.016083717346187854,0.00030902226768958485
462,-0.27571433385210753,-2.09831651051843,-0.8741934776305342
1213,0.11078341801956171,0.16654713948565805,0.0
1307,0.06596476236983051,0.047617594401060614,0.00738525390628908
1659,-0.023159186045319302,0.01832930246990827,0.044430096944156006
690,1.981129137674909,3.1479212443034044,0.07535409927367598
509,-0.040644389692843674,-0.10535977942913632,-0.002879882889820412
817,2.2604691823323826,4.5826985041300645,0.45478003819783375
306,-0.04939715067547823,-0.3064699172973633,-0.6787015597025352
418,-0.0028508186340125974,-0.008150100708007812,0.0017127037048325633
470,0.562307834625229,0.0,0.0
723,-0.012279942247431563,-0.30535021535385454,-0.21414899248727792
279,2.978059132893904,5.820596694946289,0.4248175621032715
328,1.0969054222106926,3.6290493011474894,0.10159870783487568
1007,-0.01069866816201781,-0.1298840840657718,-0.12507292429603467
1264,-0.07021102905275889,-0.27323786417647966,-0.24678840637204758
729,1.146889368693035,4.267337481180846,0.029698689778669546
731,-0.04313214619955019,-0.13024806976315517,-0.33652400970457563
1196,2.254374249776191,4.657960255940765,0.22968988418578817
1327,2.70665311813352,7.099976539611847,0.7918770790100718
165,0.45637051264437645,1.4374980926513388,0.0
687,-0.04107875823976315,-0.04375108083087298,-0.12797794342043645
1869,-0.16058662109690758,-1.743239208161441,-0.6900439096865654
515,-0.01794566903062389,-0.11103615025888303,-0.13707052912192808
310,1.252385298411042,2.4823582967122206,0.03314638137817388
352,0.8709208488464562,1.3897177378336494,0.0033961613973189936
945,2.7909480730692415,5.517426172892243,0.46813596089681075
1121,-0.05503540039064703,-0.06339518229168561,-0.32207438151041323
327,0.8951159477234256,1.2429402669270644,0.027880636850994733
415,0.03375113805134333,-0.33815638224282907,-0.8043732007344921
679,1.0754790623982835,1.9128157297770372,0.0
461,1.6463057835896642,4.719366709391267,0.25125487645468636
488,2.116270867213018,2.844668402720373,0.07310097446583091
14,-0.12500921885176908,-4.137954076131191,-0.7609210332234504
132,-0.03549919128415979,0.7538960774739678,-0.027434317270943254
481,0.11219676335654327,-0.32738622029626185,-0.16585763295496503
1954,-0.049001216888441945,-0.48526668548583984,-0.23595364888510417
524,0.019384542048950237,0.05158559299081489,0.009109038414806037
526,1.7874538739522237,3.142829895019503,0.2553976694742546
688,0.4006673494974713,0.9247229894001805,0.0
586,-0.17571045557657783,-1.4959456125895372,-0.10800711313886069
