,obs_mean,obs_summer_mean,obs_warmest_mean,obs_coldest_mean,obs_ice_duration,obs_cloud_mean,obs_cloud_summer_mean,obs_cloud_warmest_mean,obs_cloud_coldest_mean
1115,9.822066254629442,19.33071451002851,20.510207935182873,0.29860622788087543,57.6,13.032468231422786,20.10835488334537,20.97326120936846,0.3835177210819813
1355,6.358545482870155,11.05158117079256,13.154643998314551,0.7028366512722677,31.333333333333332,7.510437285578648,11.592544986243965,13.388165081258904,0.6841904444585402
1505,8.312895130657163,17.40715935149633,18.795228825504232,0.027956850615415366,85.33333333333333,11.057377747835586,17.88901760876793,19.032874150353816,0.061274712880475514
2092,16.612256841165816,21.73524437983716,22.672863220681496,10.441029797990428,0.0,16.763462421586762,21.504788569849367,22.586290967734815,9.800857256926312
618,19.94272776820253,16.437388208407466,23.898374001622862,15.941770228318774,0.0,19.414983705014244,16.414738309990593,23.923793387294793,15.928475602592393
1204,14.975627508972392,23.616572300885277,25.795651445824255,4.578604514200384,0.0,12.369398713969224,24.431596424121594,26.23846281469333,4.339440733222966
1555,22.733633968958795,26.154023679097513,26.634414966268807,16.6241017015135,0.0,21.15527966639268,26.86367440071283,27.106831563852058,16.60454600397817
1853,25.16283111332065,28.016648620810216,28.471689714249298,20.13092062026087,0.0,24.092564177947324,28.179589057709784,28.825413688803394,20.05432977008604
2425,7.853800510163531,17.65593331286299,19.223607939488883,0.00016100210103218228,116.4,11.062549729156709,18.51831976649896,19.978663688045053,-0.00029335021970377346
2550,27.791511563969905,27.43682246633145,28.466362274972084,27.048116025389188,0.0,27.720027265727044,27.435937604709153,28.48744968961559,27.03471741413875
2559,25.428771689936546,27.97559473144782,28.485310018472447,20.57733293854637,0.0,24.394909417319795,28.24132567157319,28.80021314629483,20.45067522573171
2693,25.789159644537058,23.848029041149438,27.353953695901144,23.305745285609813,0.0,25.253834952053577,23.78328571818018,27.415099825488763,23.26619564773814
167,5.58473694594724,10.302482662783207,11.692501049744605,0.6920592537063238,31.333333333333332,5.724656110115108,10.64803598110987,11.71916240102291,0.6991237586374727
1248,21.24132827322017,21.09775652585976,22.078141397364565,20.48971918780188,0.0,21.176263081700068,21.096535897129353,22.097291678792814,20.451635296334636
1616,22.174035165518365,18.927968166185483,25.749464185319955,18.424947934167808,0.0,21.798744271148117,19.014566839765976,25.758078278935002,18.459518497396598
2167,7.369918571505148,16.9466377783513,18.643204704749564,0.0008715229649926775,122.8,10.346696504292769,17.83125068265732,19.391471853397743,-0.00034179687497720013
1216,13.363766121685268,21.147759317221848,22.482177697730823,4.336339874686654,0.0,14.449694654099488,21.248468869137998,22.488033269592595,4.210544622647647
3373,25.852245862362906,27.46243208715152,29.09603622720859,22.323564798077044,0.0,25.53172493653218,27.61700366936559,29.038265830440107,22.306055459010597
603,25.58809634747861,27.493559903223186,28.563675457397263,20.420415502955358,0.0,24.322041287883447,28.309406298975816,29.006982416513434,20.437296642747512
1054,25.061017736808722,24.636801567630517,25.55456912260616,24.437206286085146,0.0,25.0956224266945,24.76528506764197,25.635934684850383,24.52817558773824
1479,24.86078855720582,23.613226546735056,26.04163515882034,23.334101107304914,0.0,24.418696402946996,23.59482315859351,26.21147030571062,23.327940694544758
1627,24.32601839414566,22.62432846052914,25.96467782080203,22.248658246963036,0.0,24.186452906939166,22.61440534026571,25.98700026147106,22.248080330942376
2365,20.504018317390475,26.152666655830743,27.783817685034993,11.619468481139068,0.0,21.487335033547097,26.118619197530244,27.73587443531835,11.504274015713039
2923,24.945142306307947,30.42120370312016,30.83789241325901,16.21607535513943,0.0,24.703444796753434,30.20180848158355,30.667081522661327,16.17431012691864
304,4.8736758783687275,9.231500445943855,10.130430831141927,0.20351137718891535,77.4,4.430745324343117,9.328453489989592,10.101376754112117,0.20988890034464622
806,19.607058695791842,25.129302719595376,26.148914297507254,12.740475507598122,0.0,20.343470295722888,25.159463300356077,26.15354894367774,12.774243785618445
818,25.981291771861112,27.24392652718003,27.906320711476976,23.60110485279564,0.0,25.88172258562782,27.698990664830564,28.113274777935644,23.649842328682762
1437,25.614590240119504,24.078506260142888,27.19914392925148,23.564507351627416,0.0,25.444995020179892,24.148134806439792,27.39193269585935,23.558219943702895
