cci_lake_id,a2w_mean,a2w_warmest_mean,a2w_coldest_mean,a2w_ice_days_0,a2w_ice_days_076,a2w_cloud_mean,a2w_cloud_warmest_mean,a2w_cloud_coldest_mean,a2w_cloud_ice_days_0,a2w_cloud_ice_days_076,a2w_diff_mean,a2w_diff_warmest_mean,a2w_diff_ice_days_0,a2w_diff_ice_days_076,lstm_mean,lstm_warmest_mean,lstm_coldest_mean,lstm_ice_days_0,lstm_ice_days_076,lstm_cloud_mean,lstm_cloud_warmest_mean,lstm_cloud_coldest_mean,lstm_cloud_ice_days_0,lstm_cloud_ice_days_076,lstm_diff_mean,lstm_diff_warmest_mean,lstm_diff_ice_days_0,lstm_diff_ice_days_076,a2w_pval_mean,a2w_pval_warmest_mean,a2w_pval_coldest_mean,a2w_pval_ice_days_0,a2w_pval_ice_days_076,lstm_pval_mean,lstm_pval_warmest_mean,lstm_pval_coldest_mean,lstm_pval_ice_days_0,lstm_pval_ice_days_076,a2w_lhw_n_events,a2w_lhw_intensity,a2w_lhw_duration,a2w_cloud_lhw_n_events,a2w_cloud_lhw_intensity,a2w_cloud_lhw_duration,lstm_lhw_n_events,lstm_lhw_intensity,lstm_lhw_duration,lstm_cloud_lhw_n_events,lstm_cloud_lhw_intensity,lstm_cloud_lhw_duration
2364,17.96985394579951,26.37081766030507,9.986586089994672,0.0,0.0,18.022742093116996,26.44816186241233,9.988370153965244,0.0,0.0,0.05288814731748559,0.07734420210725901,0.0,0.0,17.991784640475878,26.348096916897084,9.95313518002096,0.0,0.0,17.949525530073014,26.381667842242706,10.021595625602673,0.0,0.0,-0.04225911040286334,0.03357092534562156,0.0,0.0,0.0007702878558468883,0.14500510741382627,0.9652018118648386,,,0.29253404766208996,0.7172062366184576,0.3501283891672299,,,63.9,1.706049624917791,9.129836353196367,63.7,1.605550849295824,9.265302444265293,37.5,2.467000172151844,8.271897029920286,33.5,2.5720908633996764,8.640923337393925
3025,13.124027544851696,20.953267785665794,5.341746585086824,0.28095238095238095,0.7142857142857143,13.046038633006654,20.83455324026983,5.338272278552028,0.1619047619047619,0.4428571428571428,-0.07798891184504164,-0.11871454539596371,-0.11904761904761904,-0.2714285714285715,13.192565636389293,20.976662574935997,5.208260501440171,0.06666666666666667,0.5619047619047619,13.15271027826343,20.916614892260625,5.294818234510266,0.03333333333333333,0.3761904761904762,-0.039855358125862494,-0.060047682675371306,-0.03333333333333333,-0.18571428571428572,0.016228570017102904,0.09968101147918691,0.9624121147938491,0.29970605225797053,0.19817664236616792,0.3982480632151213,0.4250725476159549,0.2536628945319344,0.33269046160058446,0.03910352489490349,61.8,3.0214611963185605,8.737568393179181,61.5,2.872431653188959,8.505652147500152,60.2,3.139078540012601,9.562127305046161,58.9,3.1859705266749496,9.352288233217637
2532,8.74017024995167,16.623846556502627,1.457928740225932,14.323809523809524,25.995238095238097,8.716219226716387,16.706300023873133,1.335931251332997,15.138095238095238,27.409523809523808,-0.02395102323528242,0.08245346737050596,0.8142857142857132,1.414285714285711,8.798218317487676,16.86207053528418,1.7386369379671816,4.0,18.414285714285715,8.764734217959093,16.81839067282386,1.7518336017619234,3.1380952380952385,17.761904761904766,-0.033484099528582334,-0.043679862460319185,-0.8619047619047615,-0.6523809523809483,0.1053831774676864,0.017738913266169498,2.5423682905290104e-05,0.3969173533908199,0.18948522359987763,0.1343092261193088,0.30110745206238715,0.7223807531730964,0.23730867275437512,0.2840102815072986,60.2,2.4822495268591234,8.985286380687256,60.1,2.344358654305868,8.833606638250666,50.1,2.683444625025821,10.22885729746444,44.5,2.8249912262275076,10.407567359495484
562,15.305096849478241,21.089755044564782,8.328765025475438,0.0,0.0,15.322789063470571,21.087566560044845,8.722747688393037,0.0,0.0,0.017692213992329897,-0.0021884845199373615,0.0,0.0,15.35064957194785,20.949576526605334,9.153844028694316,0.0,0.0,15.359299661612777,20.875251000633355,9.133489132903225,0.0,0.0,0.008650089664927307,-0.07432552597197883,0.0,0.0,0.7421829936655746,0.9798200528084293,0.019037636738912064,,,0.8628515292616112,0.4832348973121652,0.7268776880789114,,,60.5,1.9414594604468582,9.764232266502159,61.0,1.448619326424559,9.089630596686055,28.4,1.7223953108442,11.016824863457929,29.4,1.8491634280706244,10.416236178886509
1526,8.992640024158398,15.10055727458519,3.3138903852447554,0.7142857142857143,2.1285714285714286,9.048267310732985,15.206306204238064,3.3357393735854743,0.7,2.0952380952380953,0.05562728657458749,0.10574892965287397,-0.014285714285714346,-0.033333333333333215,9.023539461810913,15.357890391477213,3.165696407921538,0.4666666666666666,2.9047619047619047,8.95439038524435,15.293416481853559,3.168136614782599,0.2095238095238095,2.7523809523809524,-0.06914907656656233,-0.06447390962365418,-0.2571428571428571,-0.15238095238095228,0.0032513069645136853,3.412891666550121e-05,0.44744176597810337,0.8563228464561665,0.8280631422604358,0.008479563184991082,0.1365117047669422,0.9423564953681163,0.04817500592491419,0.35294835485485787,66.3,2.1828563532090848,8.104685741156613,66.9,2.229881442326541,8.169543855962306,57.8,2.506134465691783,9.905361618241603,55.5,2.5816975317704642,9.785631366012492
3109,10.616205423902054,18.625088564087353,3.1464170059628778,0.052380952380952375,0.5809523809523809,10.632110333178476,18.827395574201127,2.9000506580025815,0.019047619047619046,0.5952380952380952,0.015904909276422075,0.20230701011377406,-0.033333333333333326,0.014285714285714346,10.685514396806129,18.86547098325653,3.482033978962207,0.0,0.009523809523809523,10.581369141940547,18.958571450230416,3.5030249423589703,0.0,0.03809523809523809,-0.1041452548655819,0.09310046697388685,0.0,0.028571428571428567,0.33657446327460183,5.3993905936845374e-05,1.3012402053551891e-05,0.3262554993995922,0.9418053054527529,0.0491633691075719,0.3390566903609148,0.7164526527868358,,0.13459627440392605,60.2,2.0711992381498012,8.08694940863955,55.2,2.083108118303486,7.566552828035969,43.2,2.908163592434671,11.675868530470257,41.9,3.1006246120572514,10.19713281524517
1057,9.697510754543858,15.426728230879096,4.3302222020555465,0.3857142857142857,0.8095238095238095,9.73299745743701,15.51980984821997,4.319891023073924,0.36190476190476184,0.7476190476190475,0.035486702893152255,0.09308161734087328,-0.023809523809523836,-0.06190476190476202,9.727193298056589,15.676045105309779,4.227979268215334,0.023809523809523808,0.9,9.665333980764768,15.60128328294931,4.223981333751419,0.047619047619047616,0.719047619047619,-0.06185931729182137,-0.07476182236046824,0.023809523809523808,-0.18095238095238098,0.0065806837801092675,0.00015754831041666135,0.5823622809626158,0.5161911142456455,0.5630361044381782,0.04487996612052946,0.17389653985528586,0.9041136671859804,0.3086665218855001,0.0962119914467727,63.3,2.012597423695121,8.494311480858888,64.5,2.000261785381567,8.510995203267706,58.2,2.3191764073954166,10.106331701673392,52.7,2.398369531040256,10.232221468618526
2965,25.047254127440198,26.736300521596597,22.945480608898446,0.0,0.0,24.944772917666665,26.77124951172423,22.84813421511225,0.0,0.0,-0.10248120977353281,0.03494899012763142,0.0,0.0,25.071371933050848,26.67911829611221,22.65034350921659,0.0,0.0,24.99030746315515,26.51376264062943,22.831712506758834,0.0,0.0,-0.08106446989569704,-0.16535565548278086,0.0,0.0,0.04047934150545609,0.717162042705727,0.4406584234884463,,,0.16475370248234839,0.043570559663301776,0.06425510176925853,,,48.3,0.7185954248552167,9.198907290718179,39.7,0.8152456074104755,7.753458936916113,38.4,0.7166566725111949,12.513431206365208,43.0,0.7841896173152003,9.472849364357932
455,22.962269531856187,27.901123771566073,15.671852408594464,0.0,0.0,22.845231725917735,27.609712645516925,15.958688011806984,0.0,0.0,-0.11703780593845181,-0.2914111260491481,0.0,0.0,23.03923611951108,28.27801227436252,16.543658144723636,0.0,0.0,23.010265738226856,28.270588204772146,16.51180403662223,0.0,0.0,-0.0289703812842248,-0.007424069590374671,0.0,0.0,0.0001689206132071217,2.33423960087504e-07,0.016353627551623933,,,0.5085031330625654,0.9368233084613204,0.39899952906136404,,,56.7,1.8653366831136673,9.982792345283272,57.0,1.7994026956419504,9.504420534093855,35.1,2.757494154630103,10.105323278458899,34.4,2.777119548604798,9.945107021357021
2186,3.687723174787447,10.992368636106802,0.0019519033432779415,128.36190476190475,166.06190476190474,3.6983843090741844,10.98755509143474,0.0006422206583893915,134.99047619047616,166.92380952380955,0.01066113428673754,-0.00481354467206252,6.628571428571405,0.8619047619048104,3.6624006431937586,11.167938657389147,-0.009499102315417915,62.3,172.5047619047619,3.720413386301783,11.255528073701997,0.008472826628862846,53.42857142857143,170.76190476190476,0.05801274310802462,0.08758941631285033,-8.871428571428567,-1.7428571428571331,0.04834279985825304,0.8617986963000285,0.08514981860244704,0.1746390127117545,0.6154651274724448,0.46451286947142534,0.44499138005074335,0.7085713905235524,0.7397391830589124,0.543744966167389,,,,,,,,,,,,
2724,24.82327935004504,28.20660310919673,21.13753832240729,0.0,0.0,24.74088964768836,28.063991409525006,21.148779000646748,0.0,0.0,-0.08238970235668219,-0.1426116996717255,0.0,0.0,24.884056365032595,27.96699946892985,21.16962917704157,0.0,0.0,24.77448375023468,27.83905689204301,21.146657472097303,0.0,0.0,-0.10957261479791569,-0.12794257688683786,0.0,0.0,0.0001170504562246085,0.017938357259248697,0.7865207701356483,,,0.0051557760566930235,0.008780239215559009,0.7727546600599489,,,59.6,1.2952405645303593,9.94102634936165,55.3,1.2801785887746653,9.555806756923625,44.1,1.7823803424783613,9.46483443592876,50.6,1.7426468507319561,8.846020268465686
