,a2w_full,a2w_cloud,lstm_full,lstm_cloud,obs_full,obs_cloud,lake_id
75%,5.089880465606776,4.973506943788463,4.957657,5.317961,5.537963485717796,5.068082427978538,491
95%,16.124630881031155,16.134866887627155,15.680891,15.343,16.00637334187826,15.22357632319134,491
5%,0.0,0.0,-0.35439444,-0.30324554,-0.0003417968749772,-0.0003417968749772,1009
25%,0.0,0.0,-0.085291386,-0.06402922,-0.0003417968749772,-0.0003417968749772,1009
50%,0.0,0.0,0.33777475,0.25925303,-0.0003417968749772,-0.0003417968749772,1009
75%,11.029329924765165,10.777377692673106,11.395809,11.700555,11.69776306152346,10.511471048990929,1009
95%,16.69580424446183,16.24103463961153,17.05779,16.710936,17.01707547505697,16.72337341308597,1009
5%,0.0,0.0,-0.36229753,-0.16246557,-0.0003417968749772,-0.0003417968749772,538
25%,0.0,0.0,0.0813508,0.039909363,-0.0003417968749772,-0.0003417968749772,538
50%,1.1240238522673374,1.5148785237368234,1.44137,1.227119,1.598356501261435,0.2438283920288313,538
75%,16.41340360977495,16.27004813890388,16.665665,16.488922,16.251299794514978,14.58813438415531,538
95%,21.740203578413137,21.38996761826506,22.34396,21.93514,22.318112309773767,21.660425599416108,538
5%,0.0,0.0,-0.14149284,-0.16942358,-0.0003417968749772,-0.0003417968749772,454
25%,0.0,0.0,-0.021536827,-0.016991138,-0.0003417968749772,-0.0003417968749772,454
50%,0.2620653635064203,0.1596114021479263,0.30479336,0.3449459,0.0020888010661224,-0.0003417968749772,454
75%,11.5972149405847,11.574290317314462,11.543474,11.878791,11.372623062133812,10.325838502248146,454
95%,17.40858771395522,17.32293024528809,17.36231,17.294556,17.45943667093917,17.2542353630066,454
5%,0.0,0.0,-0.26733732,-0.18903303,-0.0003417968749772,-0.0003417968749772,1510
25%,0.0,0.0,0.00288105,0.0051550865,-0.0003417968749772,-0.0003417968749772,1510
50%,2.9053652276745403,2.552591942218001,2.3081744,2.5929053,2.2845239003499387,-0.0003246307372819,1510
75%,14.142342080740825,13.84399482901071,14.692759,14.690747,13.434402720133503,10.630220031738304,1510
95%,19.922552828735817,18.08575496566613,19.949379,19.552372,19.89980595906576,18.811887232462606,1510
5%,0.0,0.0,-0.22909117,-0.31968093,-0.0003417968749772,-0.0003417968749772,333
25%,0.0,0.0,-0.023391962,-0.04075837,-0.0003417968749772,-0.0003417968749772,333
50%,0.0,0.0,0.117973566,0.16578269,-0.0003417968749772,-0.0003417968749772,333
75%,9.17497664991659,8.923207011295412,9.234219,9.23704,9.06627998352053,8.535578823089637,333
95%,14.66358394851167,15.101463715746736,15.348738,15.3927555,15.22500127156576,15.03280588785811,333
5%,0.0,0.0,-0.22548151,-0.22804546,-0.0003417968749772,-0.0003417968749772,405
25%,0.0,0.0,0.01785326,0.05183363,-0.0003417968749772,-0.0003417968749772,405
50%,0.117886324627739,0.5729267050431606,1.0615788,1.1211953,1.0301935831706146,0.00364551544191725,405
75%,10.786287939331078,10.861649257561856,11.13462,10.986476,10.476256942749046,8.43669471740725,405
95%,14.635567329738883,14.515294584006964,15.776077,15.210661,15.692477798461937,15.466055425008147,405
5%,0.0,0.0,-0.047544748,-0.13061637,-0.0003417968749772,-0.0003417968749772,339
25%,0.0,0.0,-0.014543951,-0.025143981,-0.0003417968749772,-0.0003417968749772,339
50%,0.0,0.0,0.006536782,0.01142323,-0.0003417968749772,-0.0003417968749772,339
75%,0.0,0.0,0.05660528,0.18652228,-0.0003417968749772,0.09693520863852706,339
95%,2.589832162377394,2.955516816901277,3.5425394,2.6042922,2.9946539560954197,3.1697811444600825,339
5%,0.0,0.0,-0.15434599,-0.17898631,-0.0003417968749772,-0.0003417968749772,367
25%,0.0,0.0,0.005735874,-0.037149906,-0.0003417968749772,-0.0003417968749772,367
50%,0.0,0.0,0.37866879,0.4983325,0.2036465962728471,-0.0003417968749772,367
75%,9.479656846825314,9.084419530069304,8.775662,9.175383,8.68632278442385,6.9743451436360715,367
95%,14.198964763090473,13.206500206340868,14.49583,14.49305,14.664645767211937,14.353086090087913,367
5%,0.0,0.0,-0.13387012,-0.22368479,-0.0003417968749772,-0.0003417968749772,669
25%,0.0,0.0,0.025314331,-0.00885582,-0.0003417968749772,-0.0003417968749772,669
50%,1.0980913618418475,0.4860610925347447,0.8875222,0.71038437,0.8381629943848452,-0.0003417968749772,669
75%,11.894386004125144,11.920615177373632,12.075879,12.175953,11.813626861572288,10.351001040140801,669
95%,17.390642148661982,17.2124081209692,17.16256,16.707266,17.622633870442712,16.991573715209984,669
5%,0.0,0.0,-0.26876688,-0.4066639,-0.0003417968749772,-0.0003417968749772,910
25%,0.0,0.0,0.008737087,0.04960966,-0.0003417968749772,-0.0003417968749772,910
50%,0.7239198882867247,0.5465067470861904,0.6544938,0.9522412,0.2108608245849836,-0.0003417968749772,910
75%,12.860762480207727,12.82725258391407,12.660582,13.470008,12.54840685526534,10.480257924397819,910
95%,18.25317126060206,18.339886671476563,18.008942,17.645176,17.980622227986657,17.58996448516848,910
5%,0.0,0.0,-0.23646069,-0.21748352,-0.0003417968749772,-0.0003417968749772,68
25%,0.0,0.0,-0.040287733,-0.03949046,-0.0003417968749772,-0.0003417968749772,68
50%,0.0,0.0,0.19922948,0.24222684,-0.0003417968749772,-0.0003417968749772,68
75%,8.727953060488103,8.917757217153653,8.680277,8.80739,8.241513824462913,6.574458694458031,68
95%,14.985500831598562,14.362899816175496,15.458358,15.222374,15.101651128133142,14.555396016438804,68
5%,0.0,0.0,-0.32406282,-0.39314628,-0.0003417968749772,-0.0003417968749772,635
25%,0.0,0.0,-0.098837614,-0.058360577,-0.0003417968749772,-0.0003417968749772,635
50%,0.0,0.0,0.14390564,0.1416297,-0.0003417968749772,-0.0003417968749772,635
75%,6.664742611128897,6.461397148513267,6.907773,7.158664,7.144555664062523,5.906114991505973,635
95%,16.597859381664605,16.946548626825187,16.502474,16.803541,17.12591705322268,16.089681816101095,635
5%,0.0,0.0,-0.21190023,-0.2071898,-0.0003417968749772,-0.0003417968749772,72
25%,0.0,0.0,-0.049229383,-0.028806686,-0.0003417968749772,-0.0003417968749772,72
50%,0.0,0.0,0.1732595,0.20858502,-0.0003417968749772,-0.0003417968749772,72
75%,8.752821148300495,8.860935953764196,8.715421,8.794241,8.603764470418298,7.058565235137948,72
95%,14.833886974086546,15.147774320057405,15.473341,15.497473,15.232353464762411,14.751332378387488,72
5%,0.0,0.0,-0.21546316,-0.22725773,-0.0003417968749772,-0.0003417968749772,569
25%,0.0,0.0,0.03166485,0.017206192,-0.0003417968749772,-0.0003417968749772,569
50%,0.0,0.0087943391028378,0.62820196,0.5869336,0.3905038197835324,-0.0003417968749772,569
75%,10.410124652255364,10.404372466446825,10.244911,10.047813,9.502990341186546,8.202595965067559,569
95%,15.46950719026776,15.30333427406747,16.053188,15.4675455,15.91651878356936,15.536360677083366,569
5%,0.0,0.0,-0.28280306,-0.3427286,-0.0003417968749772,-0.0003417968749772,810
25%,0.0,0.0,-0.036005974,-0.0004415512,-0.0003417968749772,-0.0003417968749772,810
50%,0.3584538496859261,0.0565724706392135,0.5044875,0.6206713,0.1316327412923215,-0.0003417968749772,810
75%,13.056955750994096,13.150136999576585,13.87869,13.599182,13.048655446370446,10.429828262329139,810
95%,18.493033195060114,18.65217557123206,18.484404,18.527288,18.45617891947433,17.66304810841878,810
5%,0.0,0.0,-0.3167734,-0.38108683,-0.0003417968749772,-0.0003417968749772,672
25%,0.0,0.0,-0.0004711151,0.0041828156,-0.0003417968749772,-0.0003417968749772,672
50%,0.8675066677755333,0.8354170094444886,0.8265276,0.6535468,0.4569329579671262,0.0047238032023528,672
75%,12.969850300960644,13.030710132572896,13.450794,13.500227,13.06404838562014,10.61348129908241,672
95%,18.12453204754459,18.1161009428274,17.984617,18.056166,18.118289566040065,17.35152530670168,672
5%,0.0,0.0,-0.30503273,-0.26816034,-0.0003417968749772,-0.0003417968749772,684
25%,0.0,0.0,-0.044106007,0.042663574,-0.0003417968749772,-0.0003417968749772,684
50%,0.0,0.0,0.3160982,0.4385152,0.0023698170980424,-0.0003417968749772,684
75%,12.49253435353879,12.621998848118285,12.515104,12.880386,12.3173709869385,10.36395924886068,684
95%,17.724575997050678,17.584365645278982,17.89067,17.820164,17.770287450154626,17.335395050048863,684
5%,0.0,0.0,-0.17124057,-0.1052711,-0.0003417968749772,-0.0003417968749772,103
25%,0.0,0.0,0.023825884,-0.0037817955,-0.0003417968749772,-0.0003417968749772,103
50%,0.0,0.5005914417803745,0.73015976,0.70650935,0.4237082163493255,-0.0003417968749772,103
75%,9.115075396050608,9.233105327135586,8.743523,9.053082,8.80572026570644,7.299976285298641,103
95%,12.616526858318704,12.996656434354234,13.907683,13.600772,13.921776072184286,13.013419532775899,103
5%,0.0,0.0,-0.1458602,-0.23264027,-0.0003417968749772,-0.0003417968749772,172
25%,0.0,0.0,-0.031949043,-0.028410912,-0.0003417968749772,-0.0003417968749772,172
50%,0.0,0.0,0.2799182,0.43735766,0.0079507191975949,-0.0003417968749772,172
75%,11.371833177432007,11.118038108848545,10.56675,10.773676,10.97709172566732,9.59170494079592,172
95%,16.004561671194075,15.678708530941256,16.37487,16.807922,16.763427988688193,16.432763544718444,172
5%,0.0,0.0,-0.18019295,-0.35842037,-0.0003417968749772,-0.0003417968749772,782
25%,0.0,0.0,-0.048234463,-0.07272744,-0.0003417968749772,-0.0003417968749772,782
50%,0.0,0.0,0.17229915,0.1747675,-0.0003417968749772,-0.0003417968749772,782
75%,9.62209487696572,9.364532027824072,9.5339365,9.356234,9.3749716440837,7.883677736918159,782
95%,15.468360694670276,15.386429088704697,15.925587,15.4962635,15.82978528340658,15.36781180699668,782
5%,0.0,0.0,-0.24862432,-0.2708292,-0.0003417968749772,-0.0003417968749772,303
25%,0.0,0.0,-0.032888412,0.003109932,-0.0003417968749772,-0.0003417968749772,303
50%,0.0,0.0025373436976872,0.5765228,0.5707693,0.1221920013427961,-0.0003417968749772,303
75%,12.578810870785937,12.823927400665768,12.694155,12.867932,12.242140070597316,10.577819442749046,303
95%,17.623463799203417,18.15505223881627,18.345154,18.14067,18.29629478454592,17.714451090494833,303
5%,0.0,0.0,-0.14562988,-0.2758751,-0.0003417968749772,-0.0003417968749772,299
25%,0.0,0.0,0.014646053,-0.027865887,-0.0003417968749772,-0.0003417968749772,299
50%,0.0,0.089836556177535,0.46664238,0.6248362,0.1117467244466183,-0.0003417968749772,299
75%,11.297228720651876,11.250275126211704,11.806432,11.661108,10.996043141682946,9.071659978230798,299
95%,17.93114684004959,18.291895462708165,18.342253,18.158867,18.140914535522484,17.846677652994835,299
5%,0.0,0.0,-0.33103275,-0.21799088,-0.0003417968749772,-0.0003417968749772,423
25%,0.0,0.0,0.10595131,0.10062218,-0.0003417968749772,-0.0003417968749772,423
50%,5.9147562877748,5.933833784264611,6.5439563,6.817922,6.402228927612327,2.407688713073753,423
75%,16.521717350776157,16.537855152530632,16.649887,16.685274,16.31091906229659,15.816527144114204,423
95%,21.490817494471678,21.22708522701065,21.152622,21.049511,21.70184033711752,21.482457097371423,423
5%,0.0,0.0,-0.2858994,-0.24302101,-0.0003417968749772,-0.0003417968749772,667
25%,0.0,0.0,-0.020264864,-0.019537449,-0.0003417968749772,-0.0003417968749772,667
50%,0.0,0.0,0.10826516,0.07225132,-0.0003417968749772,-0.0003417968749772,667
75%,4.418235096906612,4.793553515764982,5.188429,5.2529697,4.758464140594015,4.500843561809745,667
95%,11.001531067790124,10.887853635540656,11.425456,10.65068,11.608287508374758,11.405937695713916,667
5%,0.0,0.0,-0.11553955,-0.24351454,-0.0003417968749772,-0.0003417968749772,326
25%,0.0,0.0,-0.008350849,0.028491497,-0.0003417968749772,-0.0003417968749772,326
50%,0.1151904898209553,0.1337257699761222,0.5935745,0.62693644,0.2940701802571652,-0.0003417968749772,326
75%,12.234438908937593,12.251558119497505,12.251135,12.53665,11.566173807780046,10.218003686269142,326
95%,17.42503626477301,17.248473809706848,17.386734,17.355068,17.513724899292015,16.954902553558355,326
5%,0.0,0.0,-0.27193022,-0.5106182,-0.0003417968749772,-0.0003417968749772,728
25%,0.0,0.0,0.016936302,-0.005820751,-0.0003417968749772,-0.0003417968749772,728
50%,0.7719236128918194,0.8316233932683573,0.62751055,0.91201687,0.3875671386718977,-0.0003417968749772,728
75%,13.659202959834785,13.788665344786883,14.459123,14.563242,14.02495918273928,11.79395446777346,728
95%,19.710791644436306,19.710971225564823,19.848778,19.491098,19.73446235656741,18.91071726481122,728
5%,0.0,0.0,-0.12582827,-0.1920855,-0.0003417968749772,-0.0003417968749772,149
25%,0.0,0.0,-0.025777102,-0.049705148,-0.0003417968749772,-0.0003417968749772,149
50%,0.0,0.0,0.04533863,0.10286927,-0.0003417968749772,-0.0003417968749772,149
75%,3.963960964251232,3.966522236802047,4.144488,3.9280431,4.236236382783432,4.337995590073717,149
95%,9.002378621995632,8.858736990213105,9.735278,9.442654,9.402078981420516,9.41346892454461,149
5%,0.0,0.0,-0.1996994,-0.41340065,-0.0003417968749772,-0.0003417968749772,225
25%,0.0,0.0,-0.006289482,0.009987354,-0.0003417968749772,-0.0003417968749772,225
50%,0.18934845418649,0.1209800026140561,0.95706606,1.1970739,0.626710510253929,0.0061549504598588,225
75%,14.364556971144085,14.05607558204573,14.141859,14.3260145,13.55837974548342,11.239082590738946,225
95%,20.26915599675072,19.274510866341657,20.576777,20.335762,20.5701677958171,19.889330450693784,225
5%,0.0,0.0,-0.35922098,-0.3027048,-0.0003417968749772,-0.0003417968749772,558
25%,0.0,0.0,0.09979439,0.07271862,-0.0003417968749772,-0.0003417968749772,558
50%,3.281520639937835,3.28637134537499,2.6153402,2.7289078,3.002603149414085,0.2086235046386946,558
75%,15.386669647614742,15.34237210425986,15.231845,15.749893,14.425602213541708,12.196019109090116,558
95%,20.577399336282035,20.51462640221977,20.468044,20.214298,20.507961527506552,18.81229349772138,558
5%,0.0,0.0,-0.23274517,-0.2249217,-0.0003417968749772,-0.0003417968749772,420
25%,0.0,0.0,-0.028434515,-0.040679455,-0.0003417968749772,-0.0003417968749772,420
50%,0.0,0.0,0.39962435,0.2521813,-0.0003417968749772,-0.0003417968749772,420
75%,9.032923385724516,8.794778761764357,8.396059,8.9522,8.268779373168968,7.271110471089713,420
95%,14.319096984609743,13.27887299909812,14.75975,14.637318,14.853887812296591,14.487504704793308,420
5%,0.0,0.0,-0.44936466,-0.27066612,-0.0003417968749772,-0.0003417968749772,281
25%,0.0,0.0,-0.013497829,-0.08134699,-0.0003417968749772,-0.0003417968749772,281
50%,0.6335053039445443,0.9114707678621644,0.5617652,0.7468622,0.0041245778401162,-0.0003417968749772,281
75%,13.430615137731625,13.103388483034433,13.880973,13.9682865,13.429992930094445,10.638278261820489,281
95%,18.932352651018007,18.68435450354652,18.730213,18.507462,18.44008344014486,17.93284320831301,281
5%,0.0,0.0,-0.3023219,-0.5098367,-0.0003417968749772,-0.0003417968749772,540
25%,0.0,0.0,-0.05887842,-0.060154915,-0.0003417968749772,-0.0003417968749772,540
50%,0.0,0.0,0.0523746,0.08887982,-0.0003417968749772,-0.0003417968749772,540
75%,4.779320891962998,4.747715337216629,4.493057,4.941573,5.148974990844749,4.402120208740257,540
95%,14.911820653647435,15.243188572540348,14.691209,14.556686,15.246739323933925,14.396983591715525,540
5%,0.0,0.0,-0.24950123,-0.21213865,-0.0003417968749772,-0.0003417968749772,646
25%,0.0,0.0,-0.01429224,-0.026480198,-0.0003417968749772,-0.0003417968749772,646
50%,0.0,0.6021238623169999,0.6724963,0.58871746,0.190691248575888,0.02519537607830095,646
75%,12.77173460978615,12.81972017400665,12.6996565,12.576181,12.250774637858116,10.323086992899619,646
95%,17.79690214405621,18.81244779282624,18.60264,18.759548,18.562535222371423,17.889955234527626,646
5%,0.0,0.0,-0.27411175,-0.3135891,-0.0003417968749772,-0.0003417968749772,323
25%,0.0,0.0,0.0057668686,-0.04651308,-0.0003417968749772,-0.0003417968749772,323
50%,0.0971218104687396,0.0,0.35451746,0.32051086,-0.0003417968749772,-0.0003417968749772,323
75%,11.883658833313724,11.680677993210322,11.976307,12.059055,11.41266466776534,9.55234298706057,323
95%,17.289991992368556,17.256035823693676,17.20512,16.989508,17.17925097147628,16.56029485066734,323
5%,0.0,0.0,-0.34814072,-0.33269978,-0.0003417968749772,-0.0003417968749772,400
25%,0.0,0.0,-0.073722124,-0.060198784,-0.0003417968749772,-0.0003417968749772,400
50%,0.0,0.0,0.14447713,0.103672266,-0.0003417968749772,-0.0003417968749772,400
75%,6.662863921072853,6.91785809953262,6.6287136,6.185343,6.853959019978845,5.622425810496054,400
95%,16.53664487447245,16.270609788023343,16.227707,15.976316,16.486484146118187,15.546818033854192,400
5%,0.0,0.0,-0.29607248,-0.23226738,-0.0003417968749772,-0.0003417968749772,730
25%,0.0,0.0,0.0138812065,0.056602478,-0.0003417968749772,-0.0003417968749772,730
50%,2.7813135165923457,2.6312943565961007,1.986371,2.1854525,2.2845239003499387,-0.0003417968749772,730
75%,14.784690998951511,14.391651761891938,14.5175,14.866598,13.434402720133503,10.371760145823202,730
95%,20.030055889495788,18.67784473919621,19.928211,19.486183,19.89980595906576,18.565548992157016,730
5%,0.0,0.0,-0.20972729,-0.27530956,-0.0003417968749772,-0.0003417968749772,409
25%,0.0,0.0,0.030246735,0.014587879,-0.0003417968749772,-0.0003417968749772,409
50%,1.6839221391519508,1.740880023450324,1.9741137,1.8030772,2.086149470011435,0.2071758270264467,409
75%,11.4870595608534,11.40157231110649,11.047627,11.274166,10.887638982137048,9.27160224914553,409
95%,15.409488416783349,15.188245933553798,15.893567,15.7113,16.452545420328818,15.806556701660211,409
5%,0.0,0.0,-0.30129337,-0.46615982,-0.0003417968749772,-0.0003417968749772,508
25%,0.0,0.0,0.04233265,0.013409138,-0.0003417968749772,-0.0003417968749772,508
50%,1.1800707930449066,1.1746554473534787,1.0034213,0.91043687,0.8893746693929074,0.09144109090172489,508
75%,12.80086412065495,12.772303226901512,13.117582,13.245786,12.773794428507529,11.004112974802695,508
95%,17.69269388828391,17.70821016651978,17.522413,17.519894,17.796752548217796,17.21509275436405,508
5%,0.0,0.0,-0.16063166,-0.26682425,-0.0003417968749772,-0.0003417968749772,127
25%,0.0,0.0,0.014925003,-0.010081291,-0.0003417968749772,-0.0003417968749772,127
50%,0.3523551584003545,0.6343658731341422,1.0325167,1.129847,1.0301935831706146,0.0018246332804494,127
75%,10.911926286032894,10.86275919153664,10.925806,11.520636,10.476256942749046,8.55325851440432,127
95%,14.655113052541116,14.499647399140994,15.726933,15.522177,15.692477798461937,15.590637397766166,127
5%,0.0,0.0,-0.3003204,-0.36310816,-0.0003417968749772,-0.0003417968749772,426
25%,0.0,0.0,-0.060842752,-0.058043957,-0.0003417968749772,-0.0003417968749772,426
50%,0.0,0.0,0.110865116,0.054363728,-0.0003417968749772,-0.0003417968749772,426
75%,4.728058887014496,4.882631899046863,4.945609,4.9438357,5.168417867024743,4.644187386830666,426
95%,16.211330862990593,16.127575799186765,15.846173,15.391265,16.05543988545736,15.179960473378538,426
5%,0.0,0.0,-0.19903183,-0.22596955,-0.0003417968749772,-0.0003417968749772,28
25%,0.0,0.0,-0.03197813,-0.025967598,-0.0003417968749772,-0.0003417968749772,28
50%,0.0,0.0,0.15626597,0.18798518,-0.0003417968749772,-0.0003417968749772,28
75%,9.501537661843251,9.626723644307717,9.56178,9.529767,9.190191523234091,6.123017247517907,28
95%,15.748702450441836,15.250645613934855,16.189701,16.10553,15.8756093343099,15.16561120351156,28
5%,0.0,0.0,-0.13495159,-0.101896286,-0.0003417968749772,-0.0003417968749772,38
25%,0.0,0.0,0.2589984,0.33250332,-0.0003417968749772,-0.0003417968749772,38
50%,2.5737165668559667,2.831188297101815,3.433025,3.528021,3.492712910970056,2.0955190022786496,38
75%,12.039469336529216,12.004868515350386,12.239532,11.7469845,12.339524841308616,10.122158940633142,38
95%,16.108757771249817,15.8495361265205,17.169289,17.188238,17.403052902221702,17.094707425435388,38
5%,0.0,0.0,-0.2577436,-0.33749747,-0.0003417968749772,-0.0003417968749772,465
25%,0.0,0.0,-0.04000044,-0.03896594,-0.0003417968749772,-0.0003417968749772,465
50%,0.0,0.0,0.19884562,0.24035382,-0.0003417968749772,-0.0003417968749772,465
75%,8.854096761810286,9.027686377775836,10.060029,10.1622505,9.70455131530764,7.58856528600063,465
95%,16.803943722401627,16.76208917317937,16.00025,15.8680105,16.647689437866234,15.940179125467944,465
5%,0.0,0.0,-0.17014122,-0.16711044,-0.0003417968749772,-0.0003417968749772,236
25%,0.0,0.0,0.4344864,0.6110525,0.118931706746423,0.002497768402093875,236
50%,6.427976220935516,6.438334499496657,6.501231,6.188915,6.64484812418624,3.663357671101892,236
75%,17.148237333126758,17.15304078064404,17.000412,17.029469,17.13419876098635,15.11948372522994,236
95%,21.142767160302384,21.046035472569866,21.281437,21.02697,21.68154106140139,21.298011398315438,236
5%,0.0,0.0,-0.3829608,-0.4028511,-0.0003417968749772,-0.0003417968749772,351
25%,0.0,0.0,-0.0010681152,-0.010689259,-0.0003417968749772,-0.0003417968749772,351
50%,2.0420730288883404,2.0718980010948997,1.2621703,1.4373012,1.390785471598349,0.0506746927897268,351
75%,15.410612135258454,15.36090832329648,15.943684,15.546609,15.32586568196615,12.913241481781043,351
95%,21.1830500597615,21.176578053476756,21.26928,20.229694,21.1772349039714,20.4341547648112,351
5%,0.0,0.0,-0.20767641,-0.29699612,-0.0003417968749772,-0.0003417968749772,147
25%,0.0,0.0,-0.0064516068,-0.010178566,-0.0003417968749772,-0.0003417968749772,147
50%,0.8212965744699111,0.4572181697948455,0.5392976,0.5530853,0.436937586466513,-0.0003417968749772,147
75%,11.983737060672356,11.904425088922777,12.257589,12.626994,11.992096837361656,9.960300699869832,147
95%,17.327035270414356,17.47034105501157,16.889729,16.676052,17.357839202880882,16.732997767130573,147
5%,0.0,0.0,-0.23124647,-0.18177843,-0.0003417968749772,-0.0003417968749772,198
25%,0.0,0.0,0.13873911,0.1383934,-0.0003417968749772,-0.0003417968749772,198
50%,4.567791377854762,4.611518327919125,4.713084,4.8954673,4.916602706909202,1.4810129165649641,198
75%,15.336419075087637,15.34258601453675,15.178286,15.246899,15.383131281534872,13.245982742309579,198
95%,19.22294255270853,19.23070189643092,19.302958,19.2038,19.963853454589863,19.655519326527948,198
5%,0.0,0.0,-0.39393187,-0.5316806,-0.0003417968749772,-0.0003417968749772,125
25%,0.0,0.0,0.02495718,-0.050590515,-0.0003417968749772,-0.0003417968749772,125
50%,0.0,0.0,0.30053568,0.4824581,0.0175542195638058,-0.0003417968749772,125
75%,12.3709273987388,12.647436159529953,12.548279,12.829155,12.882826105753622,9.11221323013308,125
95%,17.99856214221076,18.30661025665624,18.330858,18.204084,18.39043769836428,17.503499762217245,125
5%,0.0,0.0,-0.36837006,-0.29779196,-0.0003417968749772,-0.0003417968749772,100
25%,0.0,0.0,-0.018665552,-0.025695086,-0.0003417968749772,-0.0003417968749772,100
50%,0.0,0.0,0.22110176,0.24698687,-0.0003417968749772,-0.0003417968749772,100
75%,9.02409049285441,9.033970388225033,10.101749,10.417151,9.815954462687216,6.97528991699221,100
95%,16.140068340940797,15.901646451455631,15.734705,15.550677,16.112779871622763,15.69510294596364,100
5%,0.0,0.0,-0.19974518,-0.32704544,-0.0003417968749772,-0.0003417968749772,222
25%,0.0,0.0,-0.009130955,-0.031308174,-0.0003417968749772,-0.0003417968749772,222
50%,0.0,0.0,0.5285678,0.7591224,0.2108608245849836,-0.0003417968749772,222
75%,12.305581876428109,12.38650625315718,12.460604,13.637273,12.54840685526534,10.542132314046242,222
95%,17.619648546608598,17.6035717243637,17.905212,17.764948,17.980622227986657,17.552856445312518,222
5%,0.0,0.0,-0.25301886,-0.26415682,-0.0003417968749772,-0.0003417968749772,57
25%,0.0,0.0,-0.03363037,0.017086983,-0.0003417968749772,-0.0003417968749772,57
50%,0.0930463809661115,0.5967472739034261,1.0465393,1.1322405,0.626710510253929,-0.0003417968749772,57
75%,14.295315266951476,14.147838273302249,14.219383,14.410395,13.55837974548342,10.446864223480247,57
95%,20.48666826759497,19.40811983572369,20.479404,20.450344,20.5701677958171,19.89517246882122,57
5%,0.0,0.0,-0.25268364,-0.16590476,-0.0003417968749772,-0.0003417968749772,316
25%,0.0,0.0,0.017354488,0.016284466,-0.0003417968749772,-0.0003417968749772,316
50%,0.0,0.0380313844564248,0.6672554,0.64526796,0.3905038197835324,-0.0003417968749772,316
75%,10.1685003934113,10.392523449081825,9.873867,10.13335,9.502990341186546,7.4913035392761875,316
95%,14.50708515993952,15.283413322092615,16.021332,16.096432,15.91651878356936,15.4229982376099,316
5%,0.0,0.0,-0.3414135,-0.30119324,-0.0003417968749772,-0.0003417968749772,31
25%,0.0,0.0,-0.029223442,-0.008779049,-0.0003417968749772,-0.0003417968749772,31
50%,0.8052023944528398,0.9327625682996424,0.86688375,0.9469967,0.9307577768962004,-0.00031096140540395,31
75%,15.02620181347048,14.828448711366944,14.654919,14.924608,14.867676671346032,12.014824803670265,31
95%,21.116358764195915,21.016754645345475,20.879879,20.851723,21.362074788411466,20.21594845453901,31
5%,0.0,0.0,-0.18697977,-0.2521944,-0.0003417968749772,-0.0003417968749772,158
25%,0.0,0.0,0.081606865,0.08886528,-0.0003417968749772,-0.0003417968749772,158
50%,2.0983909305704747,2.1089661425135,2.5645552,2.6143534,2.5354604085286496,0.9828290303548216,158
75%,13.848821069563892,14.014087407564173,14.135115,14.0274,14.1197226206462,12.583695348103845,158
95%,18.934906465128407,18.78207292469571,18.972464,19.074074,19.51952705383303,19.119925149281848,158
5%,0.0,0.0,-0.3003645,-0.33802176,-0.0003417968749772,-0.0003417968749772,37
25%,0.0,0.0,0.0097846985,0.05262041,-0.0003417968749772,-0.0003417968749772,37
50%,2.3273248807110614,2.43467807169177,1.5496488,1.6162868,2.007735188802087,0.0283676147461164,37
75%,16.248996688967818,16.240584676071062,16.538061,16.689722,15.900992329915368,13.083503977457724,37
95%,21.75901695658975,21.76165479828997,21.80764,21.426403,21.591195042928064,20.833340072631866,37
5%,0.0,0.0,-0.19087458,-0.2998662,-0.0003417968749772,-0.0003417968749772,23
25%,0.0,0.0,0.0027809143,0.023550987,-0.0003417968749772,-0.0003417968749772,23
50%,0.0,0.3184920382741917,0.67060995,0.8055961,0.689631398518884,0.0282430013020871,23
75%,11.0924278840143,10.358752278251432,10.879944,10.895416,10.55468330383303,8.760440444946312,23
95%,16.371111182955058,16.881842602763662,17.28352,17.004448,17.24256032307943,16.21229934692384,23
5%,0.0,0.0,-0.14279222,-0.18200374,-0.0003417968749772,-0.0003417968749772,9
25%,0.0,0.0,-0.02958846,-0.04130268,-0.0003417968749772,-0.0003417968749772,9
50%,0.0,0.0,0.16268206,0.18872452,-0.0003417968749772,-0.0003417968749772,9
75%,6.8607294508609,6.806025651493647,6.507456,6.4562097,6.473395919799827,4.522580401102715,9
95%,12.033760706444392,11.27282516886472,12.391073,12.055281,12.544399515787802,11.854724121093769,9
5%,0.0,0.0,-0.3131094,-0.39551592,-0.0003417968749772,-0.0003417968749772,13
25%,0.0,0.0,-0.0075616837,0.009061813,-0.0003417968749772,-0.0003417968749772,13
50%,0.0,0.1168671798962609,0.9721036,1.0746269,0.8991135915120481,0.016217168172232697,13
75%,14.249187985517493,14.300543069714996,14.241985,13.896845,13.768746312459314,10.371264870961513,13
95%,20.23240312158419,20.632736159651447,20.628216,20.208996,20.89364903767904,20.08032509485884,13
5%,0.0,0.0,-0.1878109,-0.1786542,-0.0003417968749772,-0.0003417968749772,11
25%,0.0,0.0,0.007993698,-0.0088169575,-0.0003417968749772,-0.0003417968749772,11
50%,0.0,0.0,0.63730955,0.82883906,0.2738910675049055,-0.0003417968749772,11
