,a2w_full,a2w_cloud,lstm_full,lstm_cloud,obs_full,obs_cloud,lake_id
25%,20.4234310186233,20.59329332887925,20.525373,20.689207,20.428567504882835,20.61346445083619,300009809
50%,22.162476695018057,22.419549678397036,22.436747,22.511375,22.408898925781276,22.527098592122428,300009809
75%,23.275555038536467,23.519471067257083,23.389355,23.357985,23.4040459950765,23.4244652748108,300009809
95%,24.120638799042435,24.64053905719753,23.864815,23.883867,24.2324151357015,24.221597925821968,300009809
5%,12.3862380592083,12.164786550730504,12.4306755,12.960182,12.563179906209314,12.06414718627933,300015374
25%,15.483698979577566,15.369730976077763,15.099405,15.339706,15.422193145751976,13.449142074584984,300015374
50%,20.453215862332367,20.10099560635453,20.322994,20.309797,20.55635350545248,15.11693598429366,300015374
75%,24.64288337592657,24.352175556461003,24.470003,22.71249,24.505623753865564,18.62061017354329,300015374
95%,26.35938086411292,26.127293576761215,26.633913,22.8939,26.766020075480185,24.41537068684898,300015374
5%,15.705704850181792,15.3383515716934,15.739103,15.839376,15.99602265140561,16.312367702786435,300016389
25%,17.878948624488615,17.71264152353346,17.604326,17.833252,17.87494852033109,18.932512820489933,300016389
50%,20.825206295926453,20.87779870394696,21.034569,21.11866,21.0876503076845,22.03503204031614,300016389
75%,23.57352506686052,23.748726546601176,23.629868,23.71665,23.441606574124023,24.232146783822827,300016389
95%,25.33513601338747,25.627582624272208,25.112423,25.145378,25.520606782025823,25.684829683882228,300016389
5%,25.05146963529707,24.54010747309351,24.732067,24.59236,24.63615442911788,24.635615793863966,286
25%,26.01027188736343,25.47042914302276,25.889719,25.76639,25.99329783121749,25.912615394592365,286
50%,27.07747256410576,26.958307861710768,27.190845,27.187607,27.2029796600342,27.14330635070803,286
75%,27.88545418854465,28.05053419159504,27.920738,27.997282,27.968875503540065,27.91860144933067,286
95%,28.81228471831348,28.958403018262477,28.430325,28.525076,28.64974428812667,28.615882841746046,286
5%,23.306442875269152,23.75346326244694,23.355381,23.371143,23.33736440633913,23.333380882162814,388
25%,24.514984183471388,24.80838077776273,24.61843,24.65792,24.479828258841508,24.46275288508224,388
50%,25.95136793437787,25.8046264638322,26.281826,26.250132,26.15504973641623,26.170840044802105,388
75%,26.93263216869204,27.180617509842723,27.143211,27.143513,26.985675349342955,26.99149084951995,388
95%,27.71482863005136,27.8776796361247,27.701859,27.70228,27.69991277075627,27.706572476720428,388
5%,23.705414132683423,23.96867640177068,23.465559,23.48344,23.524194335937523,23.531077067057304,478
25%,25.02055864872693,25.375960847077717,24.788069,24.789162,24.750566948784808,24.72512885199656,478
50%,26.40955241745953,26.644470306987813,26.603378,26.641409,26.48544379340285,26.448937988281273,478
75%,27.6338473219976,27.749417737920684,27.60173,27.620453,27.486230468750023,27.456360541449655,478
95%,28.29665844736892,28.44822099772852,28.227623,28.20622,28.26817220052084,28.247635226779533,478
5%,21.92045612749787,22.42103548506168,21.388634,21.463898,21.48416163126632,22.143890953064005,300001530
25%,24.691251119607827,24.884312966884195,24.712532,24.71564,24.436823781331384,25.66767288843795,300001530
50%,26.340023894032385,26.412611594163703,26.481993,26.462032,26.52113876342776,26.86139831542971,300001530
75%,27.764549646417738,27.692788211759648,27.548193,27.584978,27.585768636067712,27.74616759618125,300001530
95%,28.89524217234963,28.878165257214786,28.501377,28.466997,28.7103038787842,28.74027420679732,300001530
5%,26.382485616576787,26.80925021189852,26.424799,26.386698,26.28647015606714,26.345299736172855,300009854
25%,27.11015553910521,27.38708605585716,27.167778,27.184595,26.93333171812003,27.522578092586507,300009854
50%,27.973392838520333,27.976496650329267,28.021336,28.004377,27.95361633419532,28.131867495006816,300009854
75%,28.883645274587973,28.517340027456648,28.530718,28.500101,28.476165249684183,28.538626436667386,300009854
95%,30.149458141965727,29.471394686927976,28.983747,28.945023,29.364705489189877,29.363197690252864,300009854
5%,0.0,0.4291715300310973,1.2338514,1.1082058,0.8925561269124387,0.9297902425130502,300014478
25%,2.8003322539738886,3.247625173180344,3.6424952,3.588255,3.956305440266931,3.841256237030052,300014478
50%,10.091992993000718,9.867662415657689,9.784903,9.864915,9.837078348795616,6.857587750752799,300014478
75%,17.237229820462492,17.23151298228338,17.750488,17.537165,17.690141932169638,14.024146652221717,300014478
95%,21.04176969620589,20.84761927041518,21.215694,20.295107,21.858385340372763,20.44614969889329,300014478
5%,4.549281373407124,4.662723574759028,4.0604267,3.8337708,3.75873972574874,2.850776131947842,300014660
25%,8.663769114400159,8.032250115541936,7.9403524,8.074146,7.768095906575525,6.010477002461769,300014660
50%,15.267426353681731,15.138820166142857,16.131191,16.582407,16.05863278706869,8.601298268636128,300014660
75%,22.466558268956742,22.83793375722639,21.726732,21.859804,21.68383941650393,15.643954372406013,300014660
95%,25.717828386365817,25.772261338477563,25.039692,23.417059,25.53081092834475,22.75641419092818,300014660
5%,17.04308787356883,16.703773120748743,17.073614,17.249916,17.116668955485068,17.0306992530823,300016017
25%,18.45806288266278,18.39920149729612,18.383127,18.493404,18.41190109252932,18.307906881968204,300016017
50%,19.615870777570304,19.63286210033424,20.079136,20.235376,19.99196968078616,19.937013244628933,300016017
75%,20.574234241830155,20.57625205570997,20.82428,20.779142,20.84442736307784,20.831856187184684,300016017
95%,21.875812634477143,21.966404429642783,21.219284,21.143888,21.48811810811361,21.47438383102419,300016017
5%,7.619131714859131,7.486125369005809,7.828675,7.860734,7.813635762532556,8.196400833129923,460
25%,10.203555649985011,10.097054224933842,9.732969,10.193052,9.77885526021322,10.922392145792685,460
50%,15.28455773992433,15.183573693258792,15.279549,15.341241,15.08448753356936,16.578934605916345,460
75%,19.05925384735353,18.978339961383128,19.037472,19.239685,19.21581293741866,19.77505963643395,460
95%,21.37059445308981,21.237554374301745,21.299826,21.07735,22.188779449462917,22.331013425191244,460
5%,17.81243988856815,18.39764877362128,18.41571,18.61272,18.43826255798342,19.026331647237157,372
25%,22.342880830876787,22.300474502350685,21.92966,21.90202,21.305329259236657,25.043455060323115,372
50%,25.84873658515457,25.929985559177453,25.956562,25.85277,25.72035624186202,26.315692520141624,372
75%,27.411706856671454,27.14345874426476,27.380024,27.221273,27.06000035603841,27.40667877197268,372
95%,28.47017936308468,28.116957291504924,28.30492,28.003298,28.345650609334317,28.44951311747237,372
5%,22.871060262120768,23.08067679646609,22.587555,22.595726,22.685156758626302,22.701856931050635,499
25%,24.030636312502736,24.100898177972315,24.111914,24.150599,23.79114176432296,23.922270711263053,499
50%,24.82466543479062,24.86041173384181,25.168427,25.31664,25.213999048868857,25.232076899210654,499
75%,25.719173746166547,25.846683471474808,25.766636,25.839447,25.76463406880697,25.75705235799157,499
95%,27.0202888517164,27.090405667714887,26.404314,26.403473,26.380313491821312,26.380043983459494,499
5%,14.098108789882597,13.605292668829696,13.715304,13.932323,13.57640164693197,13.697983996073418,567
25%,17.396059227228964,17.160486463961306,16.697384,17.00679,16.644953028361044,16.27910703023275,567
50%,22.20723864421095,22.348938327001694,22.91431,23.361843,22.627211507161466,21.43356857299807,567
75%,25.82847733686908,26.079102704101693,26.180103,26.10988,26.16842104593917,25.76462643941244,567
95%,28.371330850305743,28.936754688146127,27.958313,27.729574,28.42715733846029,28.432378069559746,567
5%,2.8434072327591413,2.978598118987384,3.3217,3.3325062,3.041756476719854,3.040419401736449,300014333
25%,6.281904342269077,6.355566799409024,6.6803584,6.552088,6.584553862578673,6.312990166089207,300014333
50%,12.428975432697763,12.37352128540172,12.782542,12.797809,12.868527605387158,10.826948326583532,300014333
75%,20.00444103810353,19.84894493854897,20.37361,20.53822,20.0057518019147,17.54218060858608,300014333
95%,24.135377432378643,24.167392107653328,23.691086,22.703209,24.06771476474285,22.954163390193127,300014333
5%,4.54494336011319,4.406163432247383,4.2827034,4.2275467,3.75873972574874,2.818355973561623,300014651
25%,8.492584539858363,8.523488406582628,8.402697,8.685909,7.768095906575525,6.019194857279501,300014651
50%,15.216126824797938,15.083315572752104,16.322105,16.647251,16.05863278706869,8.915786997477255,300014651
75%,22.523771083212576,22.182034923177408,22.197649,21.757076,21.68383941650393,15.771214103698739,300014651
95%,25.6300511801951,25.384317737875477,25.553162,22.81398,25.53081092834475,22.35082842508956,300014651
5%,2.037238041795649,2.061916398778041,2.4343395,2.5730457,2.371252204809707,2.2280448337269037,300014891
25%,5.926975121042052,6.356932118250088,6.4403815,6.384188,6.3054086922425086,5.189425308417782,300014891
50%,13.257193862359625,13.07013197432402,12.161281,12.304176,12.633404288420593,12.0622732104718,300014891
75%,20.75312971673935,20.64393511084036,20.98626,21.100288,21.10213212818644,21.364162533108185,300014891
95%,25.118176263628172,25.34255705581954,25.775246,25.377064,26.012221658393003,25.555569800827723,300014891
5%,0.0,0.0,-0.34270525,-0.30219984,-0.0003417968749772,-0.0003417968749772,130
25%,0.0,0.0,0.031538486,0.046230793,-0.0003417968749772,-0.0003417968749772,130
50%,3.2682467886349014,2.8807411574140804,2.5154047,2.6887782,2.945887502034509,0.3039381663004974,130
75%,14.632263817749838,14.614720243018771,14.734865,14.344711,14.150685246785486,12.292465464274102,130
95%,18.45048515612657,18.52588907358892,19.5175,19.328537,19.405629094441736,18.97797641754152,130
5%,25.140873982269525,25.246342676814063,24.552193,24.57691,24.42316125985428,24.422674468514593,305
25%,25.71817100544421,25.83780526095462,25.407,25.458807,25.449822348754708,25.44789484588904,305
50%,26.48753144901626,26.49503224052529,26.460981,26.461988,26.57884766155246,26.58659744364013,305
75%,27.3046063572794,27.290229986268702,27.170942,27.007187,27.069290394337656,27.074840033312967,305
95%,28.067253957049253,28.153275065550154,27.435286,27.491577,27.554023300414087,27.55751024071444,305
5%,15.573935499749698,15.103315184059186,16.223078,16.87005,16.249976094563806,16.88196716308603,1357
25%,19.44899148719382,19.42292403221346,18.621971,18.329538,18.768881734212243,21.957377052307166,1357
50%,25.194671800613207,25.545242391541745,25.45961,26.542015,24.99407030741378,26.903885777791373,1357
75%,27.440565389988414,27.585533184920877,27.514915,27.514994,27.497391637166345,27.84146382013958,1357
95%,28.641990802614423,28.726885346825583,28.342293,28.00299,28.60215657552084,28.80756880442304,1357
5%,0.0,0.0,-0.06109667,-0.041647434,0.0419275813189869,0.04014830294459551,300014387
25%,0.0,0.0,0.76053095,0.6720967,0.5535722846306044,0.4188165847970424,300014387
50%,6.821084023726282,6.534530962708959,7.128819,7.1662254,6.764644762261071,6.483881858084146,300014387
75%,15.454958251911986,15.444957312992512,15.835051,15.336826,15.520181099069418,15.55704970770526,300014387
95%,20.13072726102905,20.15341557036499,21.214512,20.687204,21.95500090726881,21.93060511570189,300014387
5%,12.673647706708897,12.861942930589551,12.936037,12.999865,13.09023246765139,12.43116118113204,300015283
25%,16.744442978496654,16.708400473482726,16.895994,16.92656,16.981739298502646,14.942682520548544,300015283
50%,22.250518776547544,22.33581356222396,23.119936,23.274818,22.8739060719808,17.986651357014978,300015283
75%,27.04765033233421,27.56288670737321,26.47672,26.637949,26.417712148030603,23.03754577636721,300015283
95%,28.822674898059667,29.382441457339983,30.390438,28.83088,31.25434646606448,29.899291674296066,300015283
5%,11.184032548242977,10.892892726923163,11.666721,11.515038,11.543227132161462,11.368249448140494,161
25%,15.045368516493596,14.773925285133965,14.883178,14.711258,14.67097880045577,14.345065689086937,161
50%,18.411036883031286,18.23712013881326,18.359972,18.524828,18.15173556009933,17.597319539388025,161
75%,23.49144754063019,23.39704323338341,23.56978,23.809704,23.148276265462243,23.099048550923698,161
95%,26.97557359894412,26.80449750504224,26.516724,26.18497,25.796990966796898,26.121244494120326,161
5%,17.28075545880974,17.13139310631809,17.818424,18.484058,18.080451583862327,18.491347757975298,300001551
25%,21.82539498867586,22.003181685904693,20.771988,20.152128,20.67403119405111,24.633518791198725,300001551
50%,26.343195399433817,26.469006803575937,26.366327,26.484566,26.45555903116866,26.902452087402366,300001551
75%,27.497323097526937,27.53898649415467,27.510761,27.638466,27.564053471883145,27.70482120513921,300001551
95%,28.60293375334078,28.716597010762836,28.27305,28.262682,28.616603469848656,28.591867001851405,300001551
5%,23.760660269788108,23.69581436618528,24.157085,24.234657,24.173983498637085,24.222498372095686,300009815
25%,24.723707395475092,24.65126535424344,24.828947,24.953506,24.94602682139123,24.997851991343595,300009815
50%,26.08759955760035,26.06310484720327,26.169725,26.233606,26.20808217287862,26.33250443558325,300009815
75%,27.038813739461883,27.08987805316517,26.951588,26.956976,26.98415971886544,27.023392767226884,300009815
95%,27.98715446422401,27.94048150510856,27.755514,27.637691,27.891095927356105,27.905158314126897,300009815
5%,23.69762326288401,23.76720189319507,23.868193,23.876835,23.835348819639933,23.822862776344117,300015778
25%,25.230835538895107,25.15397324781677,25.341318,25.337408,25.21843561034069,25.197380981980675,300015778
50%,26.68696420326733,26.55210877199734,26.61102,26.587595,26.52634161787404,26.499545741252405,300015778
75%,27.521866899119416,27.48809104045048,27.530539,27.512482,27.5561576746515,27.526486805611796,300015778
95%,28.12808676112322,28.133819187460336,28.330185,28.342497,28.47237746732617,28.44047000190782,300015778
5%,25.260415641708686,25.193832626735308,24.515144,24.66771,24.28125979105636,24.335215250651082,108
25%,25.850953396579698,25.751429178145194,25.432344,25.268688,25.388339614868187,25.3113575935364,108
50%,26.427272153504447,26.411733383711105,26.215857,26.213196,26.392633692423544,26.340536053975484,108
75%,27.1963129576402,27.296628838957567,26.875618,27.06874,27.020635859171648,27.016677792867057,108
95%,28.053971645229527,28.07566216715252,27.473993,27.536043,27.58858070373532,27.60073483784997,108
5%,21.453369210203665,21.674012110038586,19.842543,19.918232,19.993843332926478,20.274340534210232,574
25%,22.452765440034607,22.700101609458954,21.730974,21.829315,22.093344624837243,22.896801408131935,574
50%,23.461723148710703,23.534366502006844,23.363811,23.364794,23.52206954956057,23.7026140848796,574
75%,24.36586035241776,24.33223199383468,23.943926,23.872566,24.289192454020224,24.44937429428104,574
95%,25.03130903929521,25.244240330795485,24.903883,24.898668,25.27354329427084,25.325136407216398,574
5%,12.010031125934988,12.064385371002276,12.279839,12.063183,12.238488133748376,11.977429008483911,1321
25%,14.035488744765969,14.224661298199065,14.343942,14.297806,14.274878438313806,13.796401913960777,1321
50%,18.019918164128,18.18683357721387,18.074833,18.164808,18.01073799133303,16.57842661539715,1321
75%,21.77938404229817,22.02509673173078,21.953245,22.261883,21.81723874409994,21.26608794530236,1321
95%,24.813303134984075,25.089064538859184,24.501328,23.671406,24.649990336100306,24.151069577534994,1321
5%,22.61311207301793,22.580331246507274,21.425987,21.95673,21.750524775187216,22.661103185017907,330
25%,24.899013106046155,25.020047882195225,24.745495,25.216183,24.913765207926478,25.710116958618187,330
50%,26.236331031026506,26.354255735243907,26.289467,26.61324,26.51986592610677,26.681926981608115,330
75%,27.633836008328768,27.724061696517243,27.46421,27.711653,27.684294001261435,27.660577392578148,330
95%,29.26550987356483,29.604143912975083,28.880104,28.642391,28.992150878906276,28.98882827758792,330
5%,24.919931484216036,24.853182694662863,24.377256,24.40843,24.281819915771507,24.25391489664717,300015892
25%,25.463625402877373,25.44791310115418,25.19526,25.23771,25.194758351643884,25.105691846211784,300015892
50%,26.021652995215703,26.075686610288116,26.07155,26.163086,26.381949996948265,26.332872645060263,300015892
75%,26.75444675065173,26.87048358521796,26.738607,26.700195,26.85113105773928,26.830157216389978,300015892
95%,27.746937869089496,27.971661654186608,27.075537,27.09892,27.25633837382003,27.238145510355668,300015892
5%,14.84160582138032,15.426409789350863,15.629248,15.666856,15.533671315511071,15.723577626546245,65
25%,18.29348220029464,17.988135273443454,18.072565,18.046078,17.73876088460287,17.57639354070028,65
50%,22.234737436398017,21.98221984425049,22.365213,22.41288,21.79878196716311,22.22706534067791,65
75%,25.252865050580617,25.53946966330112,25.612137,25.700193,24.95270373026534,25.188183244069418,65
95%,27.426659960328543,27.313253872271822,27.285645,27.077908,27.27408498128256,27.54677330652875,65
5%,24.25796870335472,24.26615687757692,24.154402,24.207836,24.004234080645176,24.016272374986638,401
25%,24.87638932669756,24.871195045923628,24.931622,24.995188,24.82676767251587,25.0170793679261,401
50%,25.74637776965428,25.72222155358712,26.000032,26.008724,25.931976679411434,26.040907788251786,401
75%,26.409183717252883,26.44113254134372,26.457739,26.457417,26.446617304156348,26.488273495353383,401
95%,27.162608773837245,27.12619944657976,26.913063,26.888111,27.13959753731189,27.1536435060713,401
5%,0.0,0.0,-0.13829708,-0.16494823,-0.0003417968749772,-0.0003417968749772,144
25%,0.0,0.0,-0.034931898,-0.032778025,-0.0003417968749772,-0.0003417968749772,144
50%,0.0,0.0,0.09654522,0.21822071,0.0175656636556027,-0.0003417968749772,144
75%,7.747858481048301,7.766949734522052,7.617177,7.406998,7.6832265218099,7.072932974497505,144
95%,14.05523473845296,14.002752264325617,14.009137,13.853296,14.118403371175134,14.104276498158775,144
5%,23.776236355226565,24.071376004803195,23.878075,23.961456,23.9450571695964,23.96376063028972,300001549
25%,25.33942124899925,25.414422144884337,25.547293,25.53883,25.25020561218264,25.57429148356124,300001549
50%,26.07503290646197,26.132516864759346,26.224594,26.28974,26.120025889078818,26.213999048868857,300001549
75%,26.73123403591256,26.820706595749492,26.781845,26.91694,26.90468559265139,26.920576985677087,300001549
95%,27.585935391935287,27.715217711674192,27.580248,27.513416,27.824159876505576,27.85153388977052,300001549
5%,23.938036746366578,23.567092850552797,23.627844,23.737707,23.914453125000023,23.903860909598244,300016043
25%,24.39385995069313,24.13791341439462,24.540781,24.515038,24.50389578683036,24.49896065848219,300016043
50%,24.908399072770308,24.830416491424028,25.05387,25.03658,24.92770066034228,24.92276553199412,300016043
75%,25.340751793915416,25.400678406363244,25.45793,25.482508,25.342245628720264,25.3376302083334,300016043
95%,25.810869157593796,25.960369303986464,25.79432,25.78515,25.79351050967261,25.794141787574425,300016043
5%,8.361996246931913,8.258853781882095,8.633496,8.926952,8.789806620280046,8.53280137379968,200000004
25%,11.132398464139118,11.496914074327302,11.489118,11.525109,11.439501698811853,10.274300193786644,200000004
50%,16.196238143828058,16.27381904054379,16.543016,16.982342,16.160601552327478,12.521155929565452,200000004
75%,21.78737728178889,21.936579494834493,22.249096,22.659163,21.859200414021814,17.763584391276055,200000004
95%,25.183168496045607,25.89368049167586,24.849789,24.267654,25.10093777974447,24.122698974609396,200000004
5%,1.8225594333837007,1.1164688164633043,0.5688839,1.4265366,0.0533977508545149,0.0177422841390011,300001316
25%,4.65750467278193,4.55285330909516,4.3024807,5.3367214,4.52581685384115,3.2868591308593977,300001316
50%,13.340087407941606,13.536701683918526,13.008137,14.451513,12.918372090657556,5.851078287760458,300001316
75%,21.6521634613361,21.78715182424115,21.041555,21.429909,21.03611145019533,14.11362546284994,300001316
95%,24.73370898166235,25.566337936938137,25.948212,23.90374,26.577001825968463,23.29053433736167,300001316
5%,6.3436192986184485,6.256263879083456,6.592688,6.6102853,6.628911590576195,6.454437192281148,200000002
25%,9.23741918620136,8.798880241490519,9.524548,9.265393,9.152700042724632,8.218821779886895,200000002
50%,14.606187415823166,14.388007925106695,15.645049,15.3506775,14.73624699910482,10.603411610921228,200000002
75%,21.732188707395217,21.25293957322358,21.576822,21.327969,21.204532241821312,15.678492800394736,200000002
95%,24.841189421023564,24.13574814068765,24.42352,23.193104,24.66577301025393,22.94620571136477,200000002
5%,24.352956029221804,24.240049114469205,24.272562,24.262568,24.211450195312523,24.209057617187533,300001625
25%,24.941601917598398,24.84060205137201,24.910006,24.956165,25.084375000000023,25.074609375000023,300001625
50%,25.713685741409737,25.63038006653081,25.736565,25.829512,25.797835286458337,25.80304361979171,300001625
75%,26.301109359337868,26.314348585995887,26.335497,26.347347,26.238549804687523,26.24274088541671,300001625
95%,26.88783721596721,26.85173127192271,26.728964,26.727589,26.822249348958337,26.82447102864585,300001625
5%,19.853780079818744,20.190732727893508,19.526623,19.45462,19.836430486043295,20.125730450948083,386
25%,22.71198292770694,22.8658784568804,22.443703,22.099743,22.739822642008505,25.12327060699465,386
50%,26.388050925434417,26.33399251514475,26.23307,26.147568,26.141757583618187,26.60855382283529,386
75%,27.48030398265572,27.365734661209768,27.228455,27.151329,27.32758801778164,27.51202227274581,386
95%,28.370496501863403,28.20762747438576,28.174202,27.95957,28.594150797526083,28.612838045756064,386
5%,6.244647685347595,6.305885371061305,6.6932507,6.534062,6.757709757487021,6.602302805582724,200000003
25%,9.27088631989136,8.972757789420994,9.547911,9.393644,9.132250722249353,8.35029246012374,200000003
50%,14.206427777826876,13.962152812632985,15.107964,15.197155,14.681831614176474,10.95964012146004,200000003
75%,20.84062988161227,20.05802326242568,20.976803,20.547413,20.582068379720056,17.097799555460654,200000003
95%,24.159145190035744,23.17167538452396,23.430122,22.532845,24.160042063395224,22.41886164347335,200000003
5%,24.643080496489,24.55762866859742,24.198961,24.191893,24.115417553329053,24.10775789786395,547
25%,25.39402055327752,25.178805897289948,25.52483,25.567139,25.640459355181235,25.630841915241604,547
50%,26.29898498679713,26.15487670701958,26.43603,26.456076,26.56010403292612,26.558547161334275,547
75%,26.999635043568297,26.81241946861624,27.175526,27.203075,27.306098094377944,27.3077647630368,547
95%,27.812928644817248,27.67899990390085,28.317753,28.29792,28.50310837975337,28.51035571581051,547
5%,1.54539291162937,1.5997609581451329,1.9826303,1.8996878,1.919008590138219,1.9062766809997245,300001174
25%,4.25796285012782,4.434816218131165,4.390349,4.377935,4.500762328686051,4.47194551796332,300001174
50%,8.882032241334917,8.890954647485938,8.738598,8.772689,8.84569873141595,8.733556165221387,300001174
75%,14.598129366549989,14.589476333275543,14.40257,14.4291935,14.393283719918712,14.436172503973635,300001174
95%,17.04991565058231,17.11890844960919,17.454018,17.563538,17.517327858876342,17.5184639539238,300001174
5%,8.852424186890275,8.492530931443312,7.9973946,8.296778,8.554680124918661,6.478495852152551,221
25%,12.98116309841743,12.650255367533587,12.308851,12.249356,11.943268076578818,9.983519172668466,221
50%,17.487130746846088,17.210277299211654,17.577797,18.026375,17.676157251993857,12.589787419637076,221
75%,20.66310377731576,20.7478453478505,20.665022,20.789307,20.37561187744143,18.286061223347986,221
95%,22.74525867441599,23.07915697841721,24.413664,23.041428,24.588442738850915,22.61226612726851,221
5%,23.69006980001502,23.65435340580864,23.8847,23.91246,23.81065183275126,23.80834216407078,349
25%,24.503097745697893,24.42855117021271,24.77184,24.624113,24.67626545748351,24.67145137528081,349
50%,25.604769781666683,25.651070821568997,25.817738,25.746017,25.80180426843441,25.79456595381322,349
75%,26.432058842433744,26.461416258533244,26.471313,26.409386,26.443259928206373,26.43765441872148,349
95%,27.37304291483751,27.442916628174945,27.149908,27.163525,27.39501338436969,27.402814501548036,349
5%,23.777829495506037,23.65133693146287,24.146002,24.180395,23.973207008668226,23.966024465406086,257
25%,24.72451340210071,24.635151247627935,24.963047,24.86817,24.894030462977867,24.891659734679934,257
50%,25.986528505074496,26.005015317786885,26.188765,26.151602,26.04935207262844,26.028860899005224,257
75%,26.94854177568088,27.057494006434435,26.927233,26.900702,26.91063586560449,26.907571646998747,257
95%,27.939538142646036,27.973020601899464,27.618477,27.622023,27.86426329997812,27.86768559513587,257
5%,12.86379956817092,13.04616671910211,13.648496,15.004721,13.86247342427572,14.118858432769798,200000006
25%,16.339264296932637,16.219947215696635,15.955567,16.020136,16.423225021362327,16.715358511606894,200000006
50%,21.518598802246405,21.256690929511148,21.044056,20.978216,21.175197219848656,21.48246059417727,200000006
75%,24.96694523666551,24.61079089257406,24.331442,24.199514,24.59977238972982,24.75959072113041,200000006
95%,27.04095797009066,26.391748863375994,27.118835,26.048613,27.523124313354515,27.578399276733464,200000006
5%,19.07680704151677,18.68703267532874,19.66639,19.734005,19.620560582478845,19.991506830851268,300001612
25%,20.671065792068863,20.49312073662406,20.874779,20.675386,20.81494801839193,22.58052565256756,300001612
50%,23.03394012236708,23.16190673226045,23.148218,23.123425,22.94460767110189,24.076509094238304,300001612
75%,23.961683228630903,24.276015249402374,24.614075,24.622482,24.61805114746096,24.94980138142907,300001612
95%,25.030117313068335,25.60873394230528,25.305138,25.290579,25.47513033548995,25.619920285542815,300001612
5%,5.476136362494126,5.596095926914879,5.8172398,5.498462,5.628483072916708,5.7291879653930895,200000001
25%,7.702498284260323,8.006467034771111,8.584734,7.926724,8.081932957967126,8.064113076527946,200000001
50%,13.748322459957262,13.612469402252456,14.374783,14.134797,13.73657061258956,12.249014155070029,200000001
75%,19.964131836006207,20.21055049537356,20.068035,20.194172,19.809438323974632,18.566668446858742,200000001
95%,22.859670920462506,23.424017196666355,22.649845,22.372696,22.95281626383468,22.46822055180868,200000001
5%,1.170746610646249,1.2048426842047997,1.6972284,1.6523428,1.951587212394827,1.943681780372765,140
25%,3.700661539882755,3.7086229050669033,4.0151615,3.8228803,3.939943706733516,3.933601314824955,140
50%,8.374539014467535,8.34747063229144,8.365514,8.242771,8.421875075873572,8.294801104451267,140
75%,14.536377683829611,14.566929812621346,14.136896,14.050589,14.16937431161881,14.218142687382567,140
95%,16.95473276094882,17.015910284216623,17.43924,17.391724,17.366597530445517,17.4098948671929,140
5%,16.813231434217105,16.98595944426411,17.160606,17.154758,17.116668955485068,16.998601373036713,397
25%,18.385124652705272,18.33941470543611,18.392395,18.539368,18.41190109252932,18.25052429835003,397
50%,19.50746883739396,19.385431543963325,20.100763,20.064838,19.99196968078616,19.913303629557305,397
75%,20.46918829254441,20.18986496525626,20.8532,20.765757,20.84442736307784,20.82371737162273,397
95%,21.957837296920484,21.34236944610353,21.21688,21.233648,21.48811810811361,21.47254838943484,397
5%,7.715349779026625,7.321005884745323,7.769869,7.7281604,7.923481241862021,7.739197858174649,200000011
25%,10.405870566823705,11.157748083388755,10.800215,10.989311,10.621589279174827,9.608862177530952,200000011
50%,15.937019601953986,15.875513014489876,17.08056,16.737362,16.296105957031273,12.331157302856468,200000011
75%,23.17037962519028,23.44705380102749,22.791607,22.751564,22.609412129720056,17.747562662760444,200000011
95%,26.373818695234053,27.42865846977317,26.203892,24.745892,26.56438217163088,24.44938379923507,200000011
5%,15.252443318036237,14.954746796299633,15.377102,15.495523,15.183439509073937,15.341766929626516,200000007
25%,18.43565942748154,18.179523859180502,18.459257,18.253685,18.275420125325525,19.78791707356774,200000007
50%,23.341040964195635,23.354449347372988,23.19205,23.347816,22.980737304687523,23.898273086547874,200000007
75%,25.051261823866668,25.179342606177013,25.324242,25.34761,25.389123535156276,25.831892585754417,200000007
95%,27.2345334358833,27.321178380046824,26.852974,26.790155,27.079443868001302,27.2491943995158,200000007
5%,0.0,0.0,-0.43540192,-0.660203,-0.0003417968749772,-0.0003417968749772,229
25%,0.0,0.0,0.011883259,-0.12435579,-0.0003417968749772,-0.0003417968749772,229
50%,0.0,0.0,0.34148693,0.4169526,0.014415359497093,-0.00026391347248015,229
75%,13.305518832469984,13.26746067369656,13.174791,13.265805,13.72994194030764,13.369891421000188,229
95%,20.285711108200587,20.55217158690495,20.39198,20.072369,21.40601819356283,21.00812400182088,229
5%,25.376858321756,25.18410525483837,25.11263,25.158928,25.128598138879624,25.172960079134274,175
25%,26.29231412778007,26.159379272622687,26.00378,25.964628,26.008507046387308,26.074387907419165,175
50%,27.194172219673863,27.21583852620777,27.213749,27.22288,27.285096655936115,27.30169845780489,175
75%,27.866889131039244,27.96842432549069,27.844954,27.827868,27.96245110514837,27.939330690653872,175
95%,28.66198490326154,28.787607865174323,28.45669,28.451517,28.71029203104553,28.697751751626964,175
5%,1.4973193764298534,2.5333387427665066,1.3141127,2.5253944,0.9001887003581146,0.24874216715498962,300000138
25%,6.675806057684484,6.077927855442077,6.1698046,5.793649,5.988163248697958,4.266044235229515,300000138
50%,15.413899549304809,15.230192776989592,15.608018,15.514975,15.294691340128622,7.532704925537132,300000138
75%,23.811197861851877,24.20694003982811,23.74614,23.400913,23.417950566609704,15.678970591227255,300000138
95%,27.377403571717075,26.857795987614303,27.40155,25.307163,27.47449836730965,24.66415964762373,300000138
